GCA_000367825.1_Pseudomonas_putida_TRO1_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
mgtB	Cluster_3361	108	59	54.63	7.143
nqrF	Cluster_130842	118	96	81.356	14.286
bcsC	Cluster_31691	95	29	30.526	4.167
bcsE	Cluster_31691	98	34	34.694	4.167
mshD_1	Cluster_45805	8	3	37.5	20.0
pucB_1	Cluster_35469	19	13	68.421	16.667
iorB_1	Cluster_117535	30	10	33.333	8.333
iorA_1	Cluster_117535	33	10	30.303	6.667
curA	Cluster_108341	29	20	68.966	12.5
ihfA	Cluster_109129	217	117	53.917	10.0
pheT	Cluster_109129	214	119	55.607	14.286
pheS	Cluster_109129	216	121	56.019	11.111
rplT	Cluster_144444	217	199	91.705	20.0
rpmI	Cluster_144444	219	200	91.324	16.667
infC	Cluster_24969	217	130	59.908	4.167
thrS	Cluster_24969	209	125	59.809	4.0
capB_1	Cluster_76707	215	41	19.07	2.941
rihA	Cluster_142675	189	48	25.397	2.439
rbsD	Cluster_22212	213	50	23.474	2.222
rbsK	Cluster_22212	205	50	24.39	2.273
purR	Cluster_22212	147	49	33.333	3.571
rbsC_1	Cluster_22212	61	22	36.066	6.25
araG	Cluster_22212	190	49	25.789	2.703
rbsB_1	Cluster_22212	40	17	42.5	11.111
ansB_1	Cluster_22212	146	29	19.863	2.632
focA	Cluster_142706	72	39	54.167	6.25
dns	Cluster_51730	79	33	41.772	5.263
regB	Cluster_58774	216	162	75.0	4.348
regA	Cluster_58774	218	162	74.312	4.348
nylB	Cluster_111141	85	60	70.588	6.25
ywiE	Cluster_111141	169	61	36.095	3.125
yhbO_1	Cluster_153029	141	32	22.695	2.857
tphA1II	Cluster_68674	48	22	45.833	14.286
czcR_1	Cluster_66703	205	37	18.049	1.724
inaA	Cluster_111397	162	62	38.272	3.704
bepE_1	Cluster_52534	146	31	21.233	4.167
gcd_1	Cluster_57268	49	11	22.449	5.263
otnI	Cluster_62422	44	26	59.091	14.286
sodB_1	Cluster_37958	202	36	17.822	2.128
argO	Cluster_115462	217	63	29.032	2.857
acpH	Cluster_83355	220	94	42.727	2.778
aroP_1	Cluster_148866	206	61	29.612	2.857
rlpA_1	Cluster_97305	212	36	16.981	1.471
gatB	Cluster_57273	220	165	75.0	8.333
gatA	Cluster_57273	174	135	77.586	10.0
gatC	Cluster_57273	207	171	82.609	9.091
mreB	Cluster_57273	217	170	78.341	9.091
mreD	Cluster_46122	218	86	39.45	3.571
yhdE	Cluster_46122	219	85	38.813	3.125
rng	Cluster_148451	218	135	61.927	4.167
nit1	Cluster_125220	142	43	30.282	3.846
tldD	Cluster_125220	212	54	25.472	3.125
pmbA	Cluster_110405	214	194	90.654	12.5
zupT_1	Cluster_44208	168	33	19.643	2.439
ptsH	Cluster_131407	191	166	86.911	16.667
rapZ	Cluster_131407	219	181	82.648	12.5
ptsN	Cluster_131407	220	181	82.273	12.5
hpf	Cluster_131407	220	182	82.727	14.286
rpoN	Cluster_59224	216	143	66.204	5.263
lptA	Cluster_43706	219	79	36.073	3.846
lptC	Cluster_43706	221	79	35.747	4.0
kdsC	Cluster_43706	219	78	35.616	4.0
kdsD	Cluster_43706	218	77	35.321	4.0
mlaF	Cluster_43706	221	79	35.747	3.846
mlaE	Cluster_43706	220	78	35.455	3.846
mlaD	Cluster_43706	219	78	35.616	3.846
mlaC	Cluster_43706	177	79	44.633	4.545
murA	Cluster_103709	219	125	57.078	6.25
hisG	Cluster_122375	219	121	55.251	3.333
napA	Cluster_38899	138	46	33.333	3.125
merC	Cluster_137403	37	24	64.865	16.667
htpG	Cluster_138112	211	55	26.066	3.704
macA	Cluster_57656	169	36	21.302	3.448
macB	Cluster_57656	152	36	23.684	3.571
yojI	Cluster_133608	214	38	17.757	2.128
rseP	Cluster_136553	210	71	33.81	2.778
dxr	Cluster_67594	212	101	47.642	4.348
cdsA	Cluster_67594	212	103	48.585	4.545
ispU	Cluster_67594	216	105	48.611	4.348
frr	Cluster_67594	216	105	48.611	4.545
pyrH	Cluster_67594	217	105	48.387	4.545
tsf	Cluster_65367	215	164	76.279	7.143
rpsB	Cluster_24702	216	85	39.352	3.226
glnD	Cluster_24702	216	43	19.907	3.333
dapL	Cluster_24702	206	41	19.903	3.448
nhaK	Cluster_9557	205	39	19.024	1.613
higA-1	Cluster_9557	75	42	56.0	8.333
csdA	Cluster_129966	186	63	33.871	5.882
sufE	Cluster_129966	212	63	29.717	3.846
tcdA	Cluster_107670	215	59	27.442	3.448
cspA_1	Cluster_47936	170	31	18.235	3.226
plsB	Cluster_47936	216	121	56.019	4.348
noc	Cluster_15946	42	10	23.81	8.333
xylH_1	Cluster_154618	3	2	66.667	50.0
frmA	Cluster_111804	163	110	67.485	4.0
yeiG	Cluster_111804	212	129	60.849	3.448
nlpD	Cluster_46948	202	61	30.198	4.545
rpoS	Cluster_110439	198	143	72.222	7.692
fdxA	Cluster_89022	214	182	85.047	8.333
recA	Cluster_114403	188	99	52.66	10.0
recX	Cluster_141088	216	121	56.019	5.882
lnrK	Cluster_68561	211	119	56.398	4.348
dgkA	Cluster_135079	210	135	64.286	4.167
fpr_1	Cluster_90550	219	38	17.352	2.174
sprT_1	Cluster_95131	18	9	50.0	25.0
yohC	Cluster_39863	74	50	67.568	10.0
ttcA	Cluster_39863	218	147	67.431	4.762
usg	NO_CLUSTER_ASSOCIATION_FOUND	217	42	19.355	1.449
trpF	Cluster_145140	215	73	33.953	3.704
accD	Cluster_51552	214	108	50.467	3.704
folC	Cluster_51552	215	106	49.302	4.0
dedD	Cluster_51552	196	101	51.531	4.348
metZ	Cluster_60007	170	50	29.412	2.632
gdhI	Cluster_60007	180	50	27.778	2.632
gcvA_2	Cluster_110540	221	37	16.742	1.031
betC	Cluster_110540	215	144	66.977	4.167
vfr	Cluster_62975	209	84	40.191	4.0
yhfA	Cluster_62975	220	92	41.818	3.846
coq7	Cluster_141921	219	149	68.037	4.545
isfD	Cluster_140022	178	114	64.045	6.25
argC_1	Cluster_88133	206	90	43.689	3.226
erpA	Cluster_117097	217	86	39.631	3.571
anmK	Cluster_53309	217	131	60.369	6.667
mepM	Cluster_53309	204	133	65.196	9.091
tyrS	Cluster_53309	215	134	62.326	7.143
dppB	Cluster_123079	158	101	63.924	5.0
dppC	Cluster_123079	217	134	61.751	4.348
dppD	Cluster_123079	218	134	61.468	4.348
ddpF	Cluster_123079	72	48	66.667	6.667
xylE_1	Cluster_100691	4	3	75.0	50.0
estB	Cluster_26875	209	141	67.464	5.0
yhdW	Cluster_26875	208	137	65.865	5.263
yhdY	Cluster_140311	204	127	62.255	5.556
degS	Cluster_73461	218	148	67.89	4.545
cysD	Cluster_51283	199	55	27.638	2.857
cysNC	Cluster_51283	199	55	27.638	3.03
mdeA	Cluster_96111	208	133	63.942	4.348
tas	Cluster_40381	186	168	90.323	16.667
rplM	Cluster_40381	219	189	86.301	8.333
rpsI	Cluster_40381	217	188	86.636	8.333
petA	Cluster_38106	215	152	70.698	6.667
petB	Cluster_38106	218	150	68.807	5.263
petC	Cluster_38106	218	150	68.807	5.0
sspA	Cluster_105587	202	63	31.188	4.545
sspB	Cluster_105587	179	68	37.989	5.0
gmhA	Cluster_126539	218	109	50.0	5.263
lpoA	Cluster_65186	212	141	66.509	3.704
rsmI	Cluster_65186	217	142	65.438	3.448
mraZ	Cluster_2287	219	164	74.886	9.091
rsmH	Cluster_2287	219	164	74.886	8.333
ftsL	Cluster_2287	221	165	74.661	8.333
ftsI	Cluster_2287	214	160	74.766	9.091
murE	Cluster_2287	217	160	73.733	9.091
murF	Cluster_2287	218	158	72.477	8.333
mraY	Cluster_2287	209	153	73.206	8.333
murD	Cluster_2287	218	157	72.018	7.143
ftsW	Cluster_2287	216	157	72.685	7.692
murG	Cluster_2287	205	153	74.634	9.091
murC	Cluster_2287	219	155	70.776	6.25
ddl	Cluster_2287	193	135	69.948	7.143
ftsQ	Cluster_2287	216	154	71.296	6.25
ftsA	Cluster_2287	206	154	74.757	10.0
ftsZ	Cluster_148650	216	204	94.444	12.5
lpxC	Cluster_107308	220	202	91.818	25.0
secA	Cluster_60404	213	39	18.31	2.703
argJ	Cluster_67128	218	66	30.275	2.778
thiE_1	Cluster_80021	214	52	24.299	2.128
cobO_1	Cluster_115642	205	59	28.78	2.439
panE_1	Cluster_115642	159	58	36.478	3.448
mscS	Cluster_105588	210	60	28.571	3.226
groS	Cluster_44877	218	47	21.56	3.03
groL	Cluster_153547	187	97	51.872	4.0
pykA	Cluster_67636	206	138	66.99	3.704
sbcB	Cluster_148445	207	57	27.536	2.778
pimC	Cluster_69521	139	53	38.129	4.167
mcpG	Cluster_73254	216	61	28.241	4.0
pcaB	Cluster_64927	190	59	31.053	3.448
ttgC	Cluster_41105	135	103	76.296	7.692
ttgB_1	Cluster_41105	81	18	22.222	4.0
ttgA	Cluster_41105	213	137	64.319	4.348
ttgR	Cluster_41105	213	142	66.667	3.846
bmr3	Cluster_20513	144	57	39.583	3.704
aruI_1	Cluster_106956	181	53	29.282	2.564
rhlA	Cluster_21891	211	87	41.232	3.704
rsuA	Cluster_55076	204	59	28.922	2.273
caiD	Cluster_98628	164	134	81.707	10.0
ung	Cluster_98628	217	145	66.82	4.762
yhcR	Cluster_123766	73	63	86.301	33.333
ygfZ	Cluster_93112	217	147	67.742	5.882
sdhE	Cluster_93112	218	147	67.431	7.143
nadB	Cluster_15947	206	69	33.495	4.762
algU	Cluster_15947	210	70	33.333	5.263
mucA	Cluster_15947	219	71	32.42	4.167
mucB	Cluster_15947	218	71	32.569	4.348
degP	Cluster_68723	219	108	49.315	4.0
lepA	Cluster_67361	215	77	35.814	3.704
lepB	Cluster_67361	218	78	35.78	3.571
rnc	Cluster_72944	216	166	76.852	5.882
era	Cluster_72944	201	153	76.119	5.882
tsaC	Cluster_159151	218	42	19.266	3.03
def_1	Cluster_57106	210	44	20.952	2.326
fmt	Cluster_144713	207	195	94.203	20.0
rsmB	Cluster_144713	216	198	91.667	12.5
trkA	Cluster_144713	215	195	90.698	12.5
lpxP	Cluster_160335	200	76	38.0	11.111
tag	Cluster_160335	219	77	35.16	7.143
glyQ	Cluster_126047	217	116	53.456	6.667
glyS	Cluster_126047	216	114	52.778	6.667
gmhB	Cluster_126047	218	114	52.294	6.667
nanT_1	Cluster_118221	215	90	41.86	1.923
alkJ	Cluster_47833	173	37	21.387	3.226
gyrB	Cluster_7288	214	52	24.299	3.448
recF_1	Cluster_7288	91	18	19.78	2.703
dnaN	Cluster_7288	203	47	23.153	3.226
dnaA	Cluster_7288	210	52	24.762	3.333
rpmH	Cluster_7288	207	52	25.121	3.846
rnpA	Cluster_7288	205	52	25.366	3.571
yidC	Cluster_45519	217	191	88.018	8.333
mnmE	Cluster_124059	205	139	67.805	6.25
atpB	Cluster_83980	217	197	90.783	14.286
atpH_1	Cluster_85917	218	82	37.615	7.143
atpF	Cluster_148869	218	62	28.44	7.692
atpH_2	Cluster_148869	218	61	27.982	5.882
atpA	Cluster_148869	215	59	27.442	7.692
atpG	Cluster_148869	217	59	27.189	9.091
atpD	Cluster_148869	216	59	27.315	11.111
atpC	Cluster_148869	220	59	26.818	9.091
glmU	Cluster_100310	183	128	69.945	5.0
yeaW	Cluster_19047	74	23	31.081	6.25
gbsA	Cluster_19047	72	21	29.167	4.167
norW	Cluster_19047	38	22	57.895	20.0
eutQ	Cluster_19047	44	23	52.273	16.667
lpd3	Cluster_56499	199	58	29.146	4.348
clsA	Cluster_93721	166	122	73.494	7.143
pdxY	Cluster_102158	218	149	68.349	4.762
kefB	Cluster_25258	216	103	47.685	3.571
uvrD	Cluster_54371	201	42	20.896	2.439
hexR_1	Cluster_114663	218	49	22.477	4.0
cfiB	Cluster_63619	217	144	66.359	4.762
oadA	Cluster_63619	218	135	61.927	4.167
paiB	Cluster_123133	213	106	49.765	4.0
gabR_1	Cluster_123133	215	46	21.395	1.389
aphA	Cluster_32619	91	37	40.659	4.762
aspA	Cluster_83973	209	151	72.249	6.25
yjiE	Cluster_83973	192	140	72.917	7.143
purE	Cluster_38182	219	56	25.571	3.571
purK	Cluster_38182	215	56	26.047	3.846
yeaD_1	Cluster_133635	213	57	26.761	2.778
abaF_1	Cluster_22769	204	34	16.667	1.37
pstB	Cluster_135803	216	113	52.315	4.545
phoU	Cluster_116170	218	61	27.982	2.778
phoR	Cluster_155300	215	55	25.581	2.703
phoB	Cluster_155300	218	55	25.229	2.941
ubiA	Cluster_50602	219	60	27.397	2.778
ubiC	Cluster_50602	216	61	28.241	2.778
rubA1	Cluster_50602	220	61	27.727	2.381
alkT	Cluster_50602	214	61	28.505	2.632
recG	Cluster_120981	213	197	92.488	9.091
oxyR	Cluster_120981	149	147	98.658	33.333
yabJ_1	Cluster_146836	200	38	19.0	2.128
spoT	Cluster_146836	218	158	72.477	6.667
rpoZ	Cluster_46073	221	63	28.507	3.226
puuD_1	Cluster_56874	204	47	23.039	2.128
gmk	Cluster_49625	217	137	63.134	3.448
rph	Cluster_49625	218	138	63.303	3.571
pyrE	Cluster_130037	219	68	31.05	14.286
argB	Cluster_168429	220	77	35.0	4.167
algC	Cluster_168429	143	52	36.364	5.556
dut	Cluster_117548	220	54	24.545	4.545
coaBC	Cluster_117548	218	54	24.771	5.0
dppA_4	Cluster_22519	210	79	37.619	1.613
rpmB	Cluster_22519	220	139	63.182	4.348
rpmG	Cluster_22519	221	139	62.896	4.348
puuC_1	Cluster_61090	209	49	23.445	1.818
clsC	Cluster_145185	204	93	45.588	4.0
dadA1_1	Cluster_80004	217	37	17.051	1.493
dadX	Cluster_86937	127	54	42.52	6.25
xpt	Cluster_142684	217	48	22.12	4.762
mdtK	Cluster_79438	190	66	34.737	4.0
gabD	Cluster_91741	112	83	74.107	9.091
idnO	Cluster_56173	29	9	31.034	7.143
styD	Cluster_121703	120	26	21.667	3.571
uctC	Cluster_76800	121	74	61.157	5.882
mmgC_1	Cluster_76800	219	64	29.224	1.471
pntAA	Cluster_17165	215	65	30.233	3.448
pntB	Cluster_17165	211	64	30.332	3.571
cat1	Cluster_64959	219	145	66.21	4.167
citN_1	Cluster_34026	203	91	44.828	2.941
gltP_1	Cluster_3296	139	45	32.374	3.03
algB	Cluster_55774	214	113	52.804	3.333
kinB	Cluster_55774	216	110	50.926	3.333
amiD	Cluster_131276	205	60	29.268	3.125
dsbA	Cluster_81860	218	121	55.505	3.704
cc4	Cluster_166490	217	76	35.023	4.762
engB	Cluster_52579	219	116	52.968	4.545
polA	NO_CLUSTER_ASSOCIATION_FOUND	218	154	70.642	14.286
thrB	Cluster_137622	194	153	78.866	8.333
znuA	Cluster_141086	208	146	70.192	5.263
zur	Cluster_141086	212	145	68.396	4.545
znuC	Cluster_141086	141	99	70.213	7.692
znuB_1	Cluster_141086	213	97	45.54	2.381
katE	Cluster_49683	219	149	68.037	4.762
metN_1	Cluster_49683	212	87	41.038	2.041
metP	Cluster_49683	208	148	71.154	6.25
ctaB	Cluster_152397	211	136	64.455	4.545
ctaA	Cluster_152397	209	137	65.55	5.0
ctaE	Cluster_19331	208	141	67.788	4.348
ctaG	Cluster_19331	211	142	67.299	4.0
ctaD	Cluster_19331	210	142	67.619	4.545
cynT	Cluster_31018	124	61	49.194	4.348
prlC_2	Cluster_115441	139	36	25.899	3.226
yrdA_1	Cluster_115441	220	73	33.182	2.083
osmC	Cluster_82196	221	69	31.222	3.226
limB	Cluster_82196	200	67	33.5	4.348
yqjD_1	Cluster_83354	218	45	20.642	2.381
trpI_1	Cluster_109067	191	99	51.832	2.564
trpB	Cluster_109067	210	158	75.238	5.263
trpA	Cluster_109067	211	158	74.882	5.263
gudP	Cluster_113339	96	68	70.833	6.667
artJ_1	Cluster_87558	151	65	43.046	4.762
dpkA_1	Cluster_87558	65	26	40.0	11.111
ydhC	Cluster_32023	119	37	31.092	2.273
tpx	Cluster_32023	217	42	19.355	2.381
mdtC	Cluster_24073	198	51	25.758	2.778
pgm	Cluster_71398	214	59	27.57	2.703
fcuA	Cluster_140316	68	46	67.647	5.556
LRA5	Cluster_69554	104	33	31.731	6.667
rutC	Cluster_29103	122	56	45.902	4.545
argE_1	Cluster_29103	210	44	20.952	2.222
quiA	Cluster_39868	142	45	31.69	3.448
tdiR	Cluster_61615	129	99	76.744	10.0
lplT	Cluster_79434	211	59	27.962	2.381
pmdD	Cluster_120372	111	45	40.541	5.263
yjhB	Cluster_120372	93	36	38.71	5.0
fadL	Cluster_85074	100	56	56.0	9.091
mepS	Cluster_97912	190	146	76.842	6.25
purM	Cluster_28750	216	50	23.148	2.778
purN	Cluster_28750	214	50	23.364	2.941
fdhL	Cluster_30371	72	22	30.556	8.333
mazG	Cluster_100031	215	46	21.395	2.5
relA	Cluster_119625	214	62	28.972	3.704
rlmD	Cluster_115467	215	46	21.395	2.381
cysM	Cluster_115467	213	46	21.596	2.381
baeR	Cluster_82780	65	37	56.923	7.143
barA	Cluster_82780	205	47	22.927	2.632
ldhA	Cluster_133574	213	47	22.066	2.0
resA_1	Cluster_126260	216	72	33.333	1.852
yfgD	Cluster_126260	216	131	60.648	9.091
emrY	Cluster_91757	208	50	24.038	2.703
aaeA_1	Cluster_62470	220	52	23.636	1.37
aaeB_1	Cluster_62470	218	54	24.771	1.389
cusC	Cluster_62470	117	70	59.829	4.545
ldh	Cluster_99997	214	60	28.037	3.846
nagL_1	Cluster_107137	106	20	18.868	3.333
hmgA	Cluster_107137	212	73	34.434	4.545
kdgR_2	Cluster_107137	164	30	18.293	3.03
oleB	Cluster_70045	204	138	67.647	4.545
yohK_1	Cluster_117958	198	59	29.798	2.703
cidA_1	Cluster_117958	197	61	30.964	3.125
folM	Cluster_52317	217	63	29.032	2.703
galD	Cluster_77660	74	51	68.919	12.5
galC	Cluster_77660	60	54	90.0	20.0
galB	Cluster_77660	74	51	68.919	14.286
galA	Cluster_19721	64	31	48.438	7.143
yedJ	Cluster_42164	93	24	25.806	4.545
bacG	Cluster_73252	118	41	34.746	8.333
glpT	Cluster_44889	139	60	43.165	5.0
syrM1	Cluster_91161	164	57	34.756	4.167
yhhW	Cluster_52338	160	66	41.25	4.762
yebS	Cluster_83357	151	60	39.735	4.348
pqiB	Cluster_83357	169	60	35.503	3.125
eptC	Cluster_55317	128	40	31.25	3.704
pigA_1	Cluster_76763	134	30	22.388	3.333
iclR	Cluster_61283	131	54	41.221	4.762
iolX	Cluster_90552	162	59	36.42	3.846
garP	Cluster_45219	78	24	30.769	4.348
ksdD	Cluster_160344	133	28	21.053	3.448
pcaR_2	Cluster_80000	168	32	19.048	2.128
cmoB	Cluster_124559	218	95	43.578	2.564
cmoA	Cluster_124559	213	94	44.131	2.564
shlA	Cluster_77784	156	58	37.179	2.941
shlB	Cluster_77784	106	59	55.66	4.348
nudL	Cluster_100650	218	68	31.193	3.448
purT	Cluster_132956	214	167	78.037	4.762
yhjE	Cluster_37723	199	45	22.613	3.571
ffh	Cluster_38174	213	39	18.31	2.778
rpsP	Cluster_40839	219	54	24.658	5.263
rimM	Cluster_40839	218	53	24.312	5.0
trmD	Cluster_40839	218	53	24.312	5.0
rplS	Cluster_40839	219	53	24.201	5.0
nhaP2_1	Cluster_139617	149	47	31.544	2.857
xerD	Cluster_139617	200	79	39.5	3.03
dsbC	Cluster_81021	203	91	44.828	4.348
hom	Cluster_128660	205	171	83.415	6.25
thrC	Cluster_145149	153	87	56.863	4.348
smtB	Cluster_95140	150	86	57.333	5.556
yaeQ	Cluster_95140	214	124	57.944	3.704
recJ	Cluster_95140	211	121	57.346	3.846
prr	Cluster_83381	156	31	19.872	3.846
ydcS	Cluster_53313	197	111	56.345	4.545
prfB	Cluster_28053	203	62	30.542	2.273
lysS	Cluster_121698	208	66	31.731	5.556
ppc	Cluster_40055	210	38	18.095	3.03
adk	Cluster_41362	214	87	40.654	3.448
rsmJ	Cluster_112268	218	56	25.688	5.0
tcyP	Cluster_43729	214	91	42.523	3.03
ilvD	Cluster_37764	211	123	58.294	3.448
mutM	Cluster_102000	217	63	29.032	2.778
fdx_1	Cluster_110529	218	41	18.807	3.125
coaD	Cluster_108344	219	148	67.58	4.348
calB	Cluster_82796	136	50	36.765	3.333
rsmD	Cluster_48480	220	105	47.727	6.25
ftsY	Cluster_48480	218	112	51.376	6.667
ftsE	Cluster_48480	217	114	52.535	7.143
ftsX	Cluster_48480	218	114	52.294	6.25
rpoH	Cluster_109040	204	135	66.176	4.545
mtgA	Cluster_142682	217	146	67.281	6.667
thiG	Cluster_150839	218	125	57.339	4.762
trmB	Cluster_150839	217	123	56.682	5.0
hemW	Cluster_117537	221	62	28.054	4.0
rdgB	Cluster_117537	220	63	28.636	4.167
metXS	Cluster_117537	218	64	29.358	4.545
proC	Cluster_141935	138	45	32.609	4.762
yggS	Cluster_141935	214	67	31.308	4.167
pilT	Cluster_141935	157	54	34.395	5.882
ftsN	Cluster_64928	202	60	29.703	3.125
argS	Cluster_64928	218	63	28.899	3.03
priA	Cluster_73456	211	108	51.185	4.167
rpmE	Cluster_73456	220	110	50.0	3.448
maeB_1	Cluster_67998	18	5	27.778	12.5
mrcA	Cluster_58146	216	55	25.463	3.125
aroB	Cluster_143263	214	63	29.439	6.25
damX	Cluster_143263	218	61	27.982	5.263
gltB	Cluster_21140	215	166	77.209	9.091
gltD_1	Cluster_100539	179	55	30.726	3.125
hemE	Cluster_60931	213	79	37.089	2.941
ygiW	Cluster_103462	181	55	30.387	3.704
ynfM	Cluster_110440	211	135	63.981	5.263
benM_1	Cluster_110440	195	45	23.077	2.0
msmX	Cluster_29396	32	20	62.5	8.333
crnA	Cluster_29396	50	23	46.0	10.0
traC	Cluster_125870	58	13	22.414	4.762
pgsA	Cluster_166254	218	108	49.541	3.571
uvrC	Cluster_166254	214	105	49.065	3.846
gacA	Cluster_166254	213	100	46.948	3.846
guaA	Cluster_132107	209	95	45.455	8.333
guaB	Cluster_126014	215	164	76.279	6.25
hcaR_1	Cluster_118919	181	35	19.337	1.887
eda	Cluster_58143	216	160	74.074	5.263
pgl_1	Cluster_58143	200	71	35.5	2.0
zwf_2	Cluster_58143	220	54	24.545	3.333
hexR_2	Cluster_58143	218	79	36.239	5.0
yeaD_2	Cluster_104653	213	72	33.803	3.226
ngcG	Cluster_160083	192	73	38.021	3.226
melD	Cluster_160083	123	45	36.585	4.762
yihS	Cluster_54020	165	37	22.424	2.703
glk	Cluster_38910	213	143	67.136	5.556
edd	Cluster_38910	217	149	68.664	5.263
gapA	Cluster_38910	213	152	71.362	6.25
hemR	Cluster_98627	77	24	31.169	7.692
ybaN_1	Cluster_150832	149	39	26.174	4.762
arcD_2	Cluster_15945	216	67	31.019	2.778
arcB	Cluster_138788	173	57	32.948	4.167
gltS	Cluster_97908	187	58	31.016	3.226
nrsf	Cluster_50917	126	62	49.206	5.263
sigF	Cluster_50917	129	62	48.062	5.556
lptG	NO_CLUSTER_ASSOCIATION_FOUND	216	81	37.5	4.762
lptF	NO_CLUSTER_ASSOCIATION_FOUND	217	84	38.71	5.263
pepA	NO_CLUSTER_ASSOCIATION_FOUND	215	85	39.535	5.0
holC	Cluster_153803	217	92	42.396	3.125
yejK	Cluster_21843	151	41	27.152	5.556
pyrC	Cluster_114729	181	54	29.834	6.25
rnt	Cluster_114729	218	60	27.523	4.545
ahpC_2	Cluster_50901	214	72	33.645	2.174
bfr_1	Cluster_58802	219	62	28.311	3.704
grxD	Cluster_123080	220	86	39.091	7.143
nasC	Cluster_19144	132	103	78.03	6.667
argF	Cluster_19144	220	136	61.818	3.333
ybaK	Cluster_31561	218	63	28.899	3.226
glpF	Cluster_31561	214	62	28.972	3.125
glpK	Cluster_153030	214	70	32.71	3.03
glpR	Cluster_115496	212	54	25.472	3.03
glpD	Cluster_32621	214	38	17.757	2.5
gltI_1	Cluster_26715	84	22	26.19	3.704
gltJ	Cluster_86326	206	130	63.107	5.0
gltK	Cluster_86326	203	128	63.054	5.263
rdmC	Cluster_60819	163	102	62.577	4.167
proY_1	Cluster_18912	184	34	18.478	2.778
yqjH	Cluster_124557	218	145	66.514	4.0
epsG	Cluster_50900	164	49	29.878	5.556
gspF_1	Cluster_50900	99	23	23.232	6.25
epsE	Cluster_50900	156	41	26.282	3.571
xcpQ	Cluster_50900	113	29	25.664	5.556
tatA_1	Cluster_85923	177	40	22.599	3.448
tatB_1	Cluster_85923	173	39	22.543	3.704
tatC_1	Cluster_85923	178	39	21.91	3.448
bepA_1	NO_CLUSTER_ASSOCIATION_FOUND	219	38	17.352	1.471
lolB	NO_CLUSTER_ASSOCIATION_FOUND	217	86	39.631	1.852
ispE	NO_CLUSTER_ASSOCIATION_FOUND	217	85	39.171	1.818
prs	Cluster_145990	195	191	97.949	25.0
rplY	Cluster_103017	217	74	34.101	7.692
pth	Cluster_130392	215	195	90.698	10.0
ychF	Cluster_130392	217	194	89.401	9.091
