GCA_000497385.1_EDP1a_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
amgK	Cluster_95408	215	204	94.884	14.286
murU	Cluster_95408	217	205	94.47	14.286
djlA	Cluster_95408	219	203	92.694	14.286
dnaB_1	Cluster_107675	121	33	27.273	1.639
purA	Cluster_149304	220	174	79.091	10.0
hflC	Cluster_119634	204	187	91.667	14.286
hflK	Cluster_119634	216	200	92.593	16.667
miaA	Cluster_141957	218	88	40.367	8.333
mutL	Cluster_141957	207	90	43.478	9.091
amiC_1	Cluster_141957	203	36	17.734	2.083
tsaE	Cluster_141957	219	90	41.096	8.333
nnr	Cluster_141957	215	90	41.86	9.091
queG	Cluster_141957	219	91	41.553	12.5
motB_1	Cluster_95532	211	74	35.071	3.448
motA	Cluster_95532	214	177	82.71	8.333
rhdA	Cluster_95532	218	175	80.275	7.692
psd	Cluster_95532	219	174	79.452	7.692
rhlE_1	Cluster_52646	216	65	30.093	2.703
yceI	Cluster_165550	209	116	55.502	3.846
yceJ	Cluster_165550	164	92	56.098	4.762
phaC	Cluster_40882	12	7	58.333	16.667
catD	Cluster_144528	12	6	50.0	16.667
typA	Cluster_97279	219	179	81.735	7.692
trmL	Cluster_133577	218	149	68.349	5.0
secB	Cluster_160460	219	108	49.315	3.448
grxC	Cluster_160460	130	49	37.692	4.348
yibN	Cluster_160460	220	107	48.636	3.846
acpP_2	Cluster_58142	102	40	39.216	4.167
holB	Cluster_64992	17	6	35.294	16.667
serC_1	Cluster_95241	14	6	42.857	11.111
smpB	Cluster_76262	218	157	72.018	5.263
ratA	Cluster_76262	200	157	78.5	6.667
bamE	Cluster_118568	221	217	98.19	33.333
fur	Cluster_118568	221	217	98.19	33.333
dnaK_1	Cluster_115597	218	111	50.917	4.0
yhbY	Cluster_115448	218	166	76.147	16.667
rlmE	Cluster_115448	220	167	75.909	14.286
ftsH_2	Cluster_60789	88	39	44.318	3.448
folP	Cluster_60789	190	168	88.421	10.0
glmM	Cluster_60789	213	196	92.019	12.5
tpiA	Cluster_141178	217	205	94.47	16.667
secG	Cluster_141178	45	44	97.778	50.0
nusA	Cluster_143575	219	201	91.781	11.111
infB	Cluster_143575	217	193	88.94	11.111
mrcB	Cluster_104901	218	170	77.982	5.556
ilvI	Cluster_17408	210	184	87.619	7.692
ilvH	Cluster_17408	220	189	85.909	6.667
ilvC	Cluster_147793	206	60	29.126	8.333
msrP	Cluster_131440	210	68	32.381	7.143
bepA_1	NO_CLUSTER_ASSOCIATION_FOUND	219	38	17.352	1.471
lolB	NO_CLUSTER_ASSOCIATION_FOUND	217	86	39.631	1.852
ispE	NO_CLUSTER_ASSOCIATION_FOUND	217	85	39.171	1.818
prs	Cluster_145990	195	191	97.949	25.0
pth	Cluster_130392	215	195	90.698	10.0
ychF	Cluster_130392	217	194	89.401	9.091
proB	Cluster_125715	215	182	84.651	7.143
obg	Cluster_62433	216	187	86.574	10.0
rpmA	Cluster_162618	219	74	33.79	10.0
rplU	Cluster_162618	218	74	33.945	10.0
ispB	Cluster_44300	217	199	91.705	12.5
glyA_4	Cluster_42962	20	5	25.0	9.091
yfiH	Cluster_153027	217	173	79.724	12.5
rluD	Cluster_153027	220	179	81.364	12.5
bamD	Cluster_153027	219	179	81.735	12.5
ispH	Cluster_104116	216	180	83.333	5.263
fkpB	Cluster_104116	221	182	82.353	5.263
lspA	Cluster_104116	168	137	81.548	6.25
ileS	Cluster_104116	218	181	83.028	5.556
ribF	Cluster_104116	218	183	83.945	5.882
murJ	Cluster_43161	217	174	80.184	7.692
rpsT	Cluster_43161	219	176	80.365	7.692
yebT	NO_CLUSTER_ASSOCIATION_FOUND	214	100	46.729	2.632
pqiA_1	NO_CLUSTER_ASSOCIATION_FOUND	217	61	28.111	1.786
pqiA_2	NO_CLUSTER_ASSOCIATION_FOUND	217	91	41.935	2.128
queA	Cluster_111336	216	100	46.296	5.263
tgt	Cluster_111336	217	99	45.622	5.0
yajC	Cluster_111336	221	100	45.249	4.545
secD	Cluster_142276	216	199	92.13	16.667
secF	Cluster_142276	219	202	92.237	16.667
ndk	Cluster_124198	218	188	86.239	11.111
rlmN	Cluster_124198	213	184	86.385	11.111
rodZ	Cluster_124198	215	181	84.186	11.111
ispG	Cluster_124198	218	179	82.11	9.091
hisS	Cluster_124198	217	179	82.488	7.692
bamB	Cluster_124198	218	178	81.651	8.333
der	Cluster_104851	199	147	73.869	6.25
pmbA	Cluster_110405	214	194	90.654	12.5
hisD	Cluster_92433	220	145	65.909	11.111
hisC_1	Cluster_92433	221	44	19.91	1.449
lpxH	Cluster_43754	24	7	29.167	12.5
nadR	Cluster_109852	3	2	66.667	50.0
irtA	Cluster_110408	57	53	92.982	25.0
irtB	Cluster_110408	58	52	89.655	16.667
fatD	Cluster_110408	59	52	88.136	16.667
fatC	Cluster_110408	59	52	88.136	16.667
yclP	Cluster_110408	59	52	88.136	20.0
fatB	Cluster_110408	59	52	88.136	16.667
fabA	Cluster_54495	218	167	76.606	6.25
fabB	Cluster_54495	214	164	76.636	6.25
sucD	Cluster_71437	217	185	85.253	8.333
sucC	Cluster_71437	216	188	87.037	10.0
sucB	Cluster_159284	218	110	50.459	9.091
sucA	Cluster_159284	216	110	50.926	9.091
sdhB	Cluster_22437	220	197	89.545	12.5
sdhA	Cluster_22437	179	164	91.62	16.667
sdhD	Cluster_22437	219	198	90.411	11.111
sdhC	Cluster_22437	211	190	90.047	11.111
gltA	Cluster_22437	219	198	90.411	11.111
rplS	Cluster_159543	219	64	29.224	5.0
trmD	Cluster_159543	218	64	29.358	5.0
rimM	Cluster_159543	218	63	28.899	5.0
rpsP	Cluster_159543	219	62	28.311	5.263
purT	Cluster_132956	214	167	78.037	4.762
oprF	Cluster_108399	213	172	80.751	12.5
aruC_2	Cluster_46621	14	5	35.714	10.0
hisQ	Cluster_125349	12	7	58.333	20.0
scpB	NO_CLUSTER_ASSOCIATION_FOUND	216	189	87.5	11.111
scpA	NO_CLUSTER_ASSOCIATION_FOUND	219	192	87.671	11.111
yciO	NO_CLUSTER_ASSOCIATION_FOUND	218	192	88.073	12.5
yciV	NO_CLUSTER_ASSOCIATION_FOUND	51	29	56.863	16.667
yciB	NO_CLUSTER_ASSOCIATION_FOUND	218	190	87.156	11.111
yciI	NO_CLUSTER_ASSOCIATION_FOUND	214	188	87.85	11.111
rpsA	Cluster_99481	219	66	30.137	12.5
serC_2	Cluster_95977	14	6	42.857	12.5
fpr_1	Cluster_102014	219	63	28.767	2.174
fdxA	Cluster_89022	214	182	85.047	8.333
kdsA	Cluster_37547	151	116	76.821	7.692
pyrG	Cluster_37547	210	197	93.81	12.5
accA	Cluster_111408	208	205	98.558	33.333
rnhB	Cluster_106679	215	188	87.442	6.25
lpxB	Cluster_106679	215	188	87.442	6.25
lpxA	Cluster_106679	216	194	89.815	7.692
fabZ	Cluster_106679	218	198	90.826	9.091
bamA	Cluster_135031	24	13	54.167	16.667
dxr	Cluster_67594	212	101	47.642	4.348
cdsA	Cluster_67594	212	103	48.585	4.545
ispU	Cluster_67594	216	105	48.611	4.348
frr	Cluster_67594	216	105	48.611	4.545
pyrH	Cluster_67594	217	105	48.387	4.545
hom	Cluster_128660	205	171	83.415	6.25
pdxB	Cluster_145948	215	134	62.326	4.762
uspA2	Cluster_109747	219	154	70.32	5.882
topA	Cluster_116220	185	164	88.649	10.0
ugpQ	Cluster_121700	216	77	35.648	5.0
lolE_1	Cluster_121700	185	83	44.865	4.0
lolD_1	Cluster_121700	214	80	37.383	7.692
uspE	Cluster_80078	28	7	25.0	9.091
czcR	Cluster_67212	15	6	40.0	20.0
groL	Cluster_153547	187	97	51.872	4.0
secA	Cluster_160436	213	46	21.596	2.703
ftsZ	Cluster_148650	216	204	94.444	12.5
rpsI	Cluster_40381	217	188	86.636	8.333
rplM	Cluster_40381	219	189	86.301	8.333
tas	Cluster_40381	186	168	90.323	16.667
aaeA_1	Cluster_62470	220	52	23.636	1.37
aaeB_1	Cluster_62470	218	54	24.771	1.389
cbpD	Cluster_54690	3	2	66.667	50.0
recD	NO_CLUSTER_ASSOCIATION_FOUND	191	82	42.932	2.857
recB	NO_CLUSTER_ASSOCIATION_FOUND	147	55	37.415	3.704
recC	NO_CLUSTER_ASSOCIATION_FOUND	206	88	42.718	2.857
ssrA	NO_CLUSTER_ASSOCIATION_FOUND	236	228	96.61	25.0
lipA	Cluster_135669	156	111	71.154	6.667
lipB	Cluster_135669	219	165	75.342	6.667
yohK	Cluster_95980	22	7	31.818	12.5
cidA	Cluster_95980	22	7	31.818	11.111
ltxB_1	Cluster_141231	13	7	53.846	16.667
hpt	Cluster_75689	220	121	55.0	6.667
upp	Cluster_75689	218	122	55.963	7.143
uraA	Cluster_75689	217	122	56.221	8.333
murI	NO_CLUSTER_ASSOCIATION_FOUND	191	77	40.314	2.083
moeB	NO_CLUSTER_ASSOCIATION_FOUND	213	83	38.967	1.852
prmC_1	NO_CLUSTER_ASSOCIATION_FOUND	205	38	18.537	1.538
prfA	NO_CLUSTER_ASSOCIATION_FOUND	220	86	39.091	1.852
hemA	NO_CLUSTER_ASSOCIATION_FOUND	217	84	38.71	1.887
yejE	Cluster_96696	9	4	44.444	25.0
yejB	Cluster_96696	8	4	50.0	33.333
nuoF	Cluster_131414	214	193	90.187	8.333
nuoE_2	Cluster_131414	114	52	45.614	5.556
nuoC	Cluster_131414	215	197	91.628	8.333
gacA	Cluster_143506	213	59	27.7	3.846
uvrC	Cluster_143506	214	51	23.832	3.846
pgsA	Cluster_143506	218	51	23.394	3.571
fadD3	Cluster_48345	32	7	21.875	5.882
icd	Cluster_14055	10	7	70.0	25.0
infA	Cluster_114063	220	139	63.182	11.111
siaT	Cluster_20030	15	5	33.333	10.0
lpxL	Cluster_109031	193	136	70.466	8.333
minC	Cluster_109031	217	138	63.594	6.667
rplC	Cluster_130094	219	218	99.543	50.0
rplD	Cluster_130094	219	216	98.63	33.333
rplW	Cluster_130094	219	215	98.174	25.0
rplB	Cluster_130094	219	214	97.717	25.0
rpsS	Cluster_130094	219	213	97.26	20.0
rplV	Cluster_130094	216	213	98.611	50.0
rpsC	Cluster_130094	221	213	96.38	20.0
rplP	Cluster_130094	220	212	96.364	20.0
rpmC	Cluster_130094	221	212	95.928	16.667
rpsQ	Cluster_130094	221	212	95.928	16.667
rplN	Cluster_130094	220	211	95.909	16.667
rplX	Cluster_130094	221	211	95.475	16.667
rplE	Cluster_130094	220	210	95.455	16.667
rpsN	Cluster_130094	220	210	95.455	20.0
rpsM	Cluster_95128	221	129	58.371	33.333
rpsK	Cluster_95128	221	129	58.371	33.333
rpsD	Cluster_95128	220	128	58.182	25.0
rpoA	Cluster_95128	219	126	57.534	25.0
rplQ	Cluster_95128	220	126	57.273	25.0
uvrA_1	Cluster_96544	209	114	54.545	2.703
yajR	Cluster_96544	217	200	92.166	12.5
ssb_1	Cluster_96544	87	52	59.77	3.448
alsT	Cluster_68696	164	115	70.122	7.143
cnoX	Cluster_167969	220	47	21.364	4.545
ribH	Cluster_118441	206	156	75.728	6.667
nusB	Cluster_118441	219	158	72.146	5.263
thiL	Cluster_118441	214	151	70.561	5.556
pgpA	Cluster_118441	220	153	69.545	5.556
ppa	Cluster_121242	196	139	70.918	6.667
mpl	Cluster_139511	217	156	71.889	5.556
ubiX	Cluster_139511	214	155	72.43	6.667
crtB	Cluster_65427	13	7	53.846	16.667
crtI	Cluster_65427	23	7	30.435	9.091
crtY	Cluster_65427	13	7	53.846	16.667
crtX	Cluster_65427	11	7	63.636	25.0
crtE	Cluster_65427	10	7	70.0	25.0
mcpU	Cluster_53720	10	7	70.0	25.0
livH_2	Cluster_64945	220	65	29.545	2.326
lptB_3	Cluster_64945	203	49	24.138	1.852
livF_3	Cluster_64945	207	37	17.874	1.515
grxD	Cluster_123108	220	76	34.545	7.143
folE	Cluster_137635	118	72	61.017	8.333
alaA	Cluster_73834	215	153	71.163	5.882
msrB	Cluster_73834	199	143	71.859	6.25
gpx1	Cluster_73834	217	153	70.507	5.882
lgrD	NO_CLUSTER_ASSOCIATION_FOUND	91	22	24.176	3.846
nicR	Cluster_138068	125	106	84.8	20.0
rpsL	Cluster_55151	217	195	89.862	9.091
rpoC	Cluster_142668	213	194	91.08	20.0
rpoB	Cluster_52288	212	193	91.038	12.5
rplL	Cluster_131227	216	180	83.333	11.111
rplJ	Cluster_59633	219	107	48.858	10.0
rplA	Cluster_103434	216	203	93.981	20.0
rplK	Cluster_103434	218	206	94.495	20.0
sodC1	Cluster_117650	22	7	31.818	16.667
qgdA	Cluster_61267	21	6	28.571	10.0
cysQ	Cluster_142265	197	183	92.893	11.111
nudE	Cluster_142265	204	189	92.647	12.5
yrfG	Cluster_142265	220	202	91.818	9.091
pckA	Cluster_67761	218	183	83.945	8.333
yheS	Cluster_153801	97	49	50.515	10.0
ybaB	Cluster_141997	220	168	76.364	5.263
hyuA	Cluster_11527	16	6	37.5	10.0
asd	Cluster_143500	219	158	72.146	9.091
leuD1	Cluster_95132	192	125	65.104	7.692
leuC	Cluster_95132	174	113	64.943	8.333
clpP	Cluster_122475	22	15	68.182	25.0
clpX	Cluster_111146	217	197	90.783	12.5
ppiD	Cluster_65819	217	181	83.41	6.667
lolD_2	NO_CLUSTER_ASSOCIATION_FOUND	214	106	49.533	8.333
tesA	NO_CLUSTER_ASSOCIATION_FOUND	218	216	99.083	33.333
mntB	Cluster_74839	23	7	30.435	8.333
uvsE	Cluster_119041	25	7	28.0	11.111
ypeA	Cluster_61666	9	5	55.556	25.0
purC	Cluster_40670	219	97	44.292	5.556
yycJ	Cluster_40670	220	98	44.545	5.263
bamC	Cluster_40670	216	98	45.37	5.263
gcvR	Cluster_40670	213	168	78.873	6.25
bcp	Cluster_40670	122	78	63.934	5.556
queC	Cluster_71029	203	156	76.847	6.25
queE	Cluster_71029	217	166	76.498	5.882
aspS	Cluster_120361	219	183	83.562	5.882

#######################################################################
ALL GENE TO IGR ASSOCIATIONS ACROSS GCA_000497385.1_EDP1a_genomic
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
uctC	Cluster_80074	121	2	1.653	5.882
mmgC_1	Cluster_80074	219	1	0.457	1.471
gcvA_1	Cluster_80074	221	1	0.452	0.935
pntAA	Cluster_17647	215	2	0.93	3.448
pntA	Cluster_17647	74	2	2.703	6.25
pntB	Cluster_17647	211	2	0.948	3.571
cat1	Cluster_65422	219	7	3.196	4.167
citN_1	Cluster_34120	203	5	2.463	2.941
gltP	Cluster_3621	82	5	6.098	4.167
ivy	Cluster_71477	214	7	3.271	2.439
algB	Cluster_55364	214	7	3.271	3.333
kinB	Cluster_55364	216	7	3.241	3.333
pdeB	Cluster_113429	196	7	3.571	2.703
amiD	Cluster_133688	205	7	3.415	3.125
dsbA	Cluster_81860	218	121	55.505	3.704
cc4	Cluster_9885	217	7	3.226	4.762
engB	Cluster_9885	219	7	3.196	4.545
polA	NO_CLUSTER_ASSOCIATION_FOUND	218	154	70.642	14.286
thrB	Cluster_139732	194	7	3.608	8.333
znuA	Cluster_141086	208	146	70.192	5.263
zur	Cluster_141086	212	145	68.396	4.545
znuC	Cluster_141086	141	99	70.213	7.692
znuB_1	Cluster_141086	213	97	45.54	2.381
katE	Cluster_51682	219	7	3.196	4.762
metN_1	Cluster_51682	212	3	1.415	2.041
metP	Cluster_51682	208	7	3.365	6.25
dauA_1	Cluster_63671	114	1	0.877	2.632
cynT	Cluster_34775	124	1	0.806	4.348
traG	Cluster_45254	32	1	3.125	5.882
prlC_1	Cluster_102126	139	1	0.719	3.846
prlC_2	Cluster_141166	139	7	5.036	3.226
yrdA_1	Cluster_141166	220	10	4.545	2.083
osmC	Cluster_82867	221	7	3.167	3.226
limB	Cluster_82867	200	7	3.5	4.348
yqjD_1	Cluster_83460	218	6	2.752	2.381
trpI_1	Cluster_111268	191	2	1.047	2.564
trpB	Cluster_111268	210	2	0.952	5.263
trpA	Cluster_111268	211	2	0.948	5.263
gcvA_2	Cluster_168748	221	1	0.452	1.031
betC	Cluster_168748	215	7	3.256	4.167
dauA_2	Cluster_123678	114	1	0.877	2.941
aroE	Cluster_122489	9	6	66.667	25.0
hemF	Cluster_122489	220	7	3.182	4.0
qorA_1	Cluster_122489	215	2	0.93	2.326
tsaC	Cluster_160457	218	3	1.376	3.03
def	Cluster_56926	11	7	63.636	25.0
fmt	Cluster_144713	207	195	94.203	20.0
rsmB	Cluster_144713	216	198	91.667	12.5
trkA	Cluster_144713	215	195	90.698	12.5
lpxP	Cluster_160335	200	76	38.0	11.111
tag	Cluster_160335	219	77	35.16	7.143
glyQ	Cluster_126047	217	116	53.456	6.667
glyS	Cluster_126047	216	114	52.778	6.667
gmhB	Cluster_126047	218	114	52.294	6.667
nanT_1	Cluster_121817	215	5	2.326	1.923
alkJ	Cluster_73316	173	7	4.046	3.226
gcvA_3	Cluster_73316	221	1	0.452	0.99
norR_1	Cluster_49338	220	2	0.909	1.562
gyrB	Cluster_33029	214	2	0.935	3.448
recF	Cluster_33029	130	2	1.538	3.704
dnaN	Cluster_33029	203	2	0.985	3.226
dnaA	Cluster_33029	210	2	0.952	3.333
rpmH	Cluster_111269	207	2	0.966	3.846
rnpA	Cluster_111269	205	2	0.976	3.571
yidC	Cluster_45519	217	191	88.018	8.333
mnmE	Cluster_125874	205	12	5.854	6.25
mnmG	Cluster_12718	214	2	0.935	2.381
rsmG	Cluster_12718	217	2	0.922	2.273
parA	Cluster_12718	120	2	1.667	3.03
parB	Cluster_12718	201	2	0.995	2.222
atpB	Cluster_83980	217	197	90.783	14.286
atpH_1	Cluster_85917	218	82	37.615	7.143
atpF	Cluster_148242	218	13	5.963	7.692
atpH_2	Cluster_148242	218	11	5.046	5.882
atpA	Cluster_148242	215	12	5.581	7.692
atpG	Cluster_148242	217	11	5.069	9.091
atpD	Cluster_148242	216	11	5.093	11.111
atpC	Cluster_148242	220	11	5.0	9.091
glmU	Cluster_103342	183	7	3.825	5.0
srlR	Cluster_63279	213	2	0.939	2.174
glmS	Cluster_63279	207	2	0.966	2.381
cntO_1	Cluster_9940	217	1	0.461	1.266
COQ3_1	Cluster_109162	207	4	1.932	1.923
clsA	Cluster_95974	166	1	0.602	7.143
folE2	Cluster_51683	213	2	0.939	2.564
yciC	Cluster_51683	171	1	0.585	2.632
yeiR	Cluster_58480	216	1	0.463	2.439
pdxY	Cluster_103558	218	7	3.211	4.762
kefB	Cluster_27228	216	7	3.241	3.571
uvrD	Cluster_119031	201	1	0.498	2.439
zwf_1	Cluster_114092	220	29	13.182	3.125
hexR_1	Cluster_114092	218	42	19.266	4.0
cmpR_1	Cluster_63672	221	5	2.262	1.667
cfiB	Cluster_63672	217	7	3.226	4.762
oadA	Cluster_118830	218	7	3.211	4.167
gabR_1	Cluster_99445	215	1	0.465	1.389
spuD_1	Cluster_84432	216	1	0.463	1.724
aphA	Cluster_84432	91	1	1.099	4.762
aspA	Cluster_83973	209	151	72.249	6.25
yjiE	Cluster_83973	192	140	72.917	7.143
purE	Cluster_38681	219	6	2.74	3.571
purK	Cluster_38681	215	6	2.791	3.846
yeaD_1	Cluster_138179	213	4	1.878	2.778
proP_1	Cluster_24017	220	5	2.273	1.235
pstS_1	Cluster_78442	180	4	2.222	2.632
pstB	Cluster_114109	216	7	3.241	4.545
phoU	Cluster_112013	218	7	3.211	2.778
cheB_1	Cluster_76350	219	6	2.74	1.124
phoR	Cluster_107069	215	7	3.256	2.703
phoB	Cluster_43475	218	2	0.917	2.941
ubiA	Cluster_74350	219	7	3.196	2.778
ubiC	Cluster_74350	216	7	3.241	2.778
rubA1	Cluster_74350	220	7	3.182	2.381
alkT	Cluster_74350	214	7	3.271	2.632
hupB_1	Cluster_64140	218	4	1.835	3.333
recG	Cluster_148575	213	2	0.939	9.091
oxyR	Cluster_120981	149	147	98.658	33.333
exbD_1	Cluster_75304	219	6	2.74	1.887
tolQ_1	Cluster_75304	220	6	2.727	1.37
yabJ	Cluster_146964	20	6	30.0	16.667
spoT	Cluster_146964	218	7	3.211	6.667
rpoZ	Cluster_47013	221	7	3.167	3.226
puuA_1	Cluster_57585	220	5	2.273	1.25
gmk	Cluster_50644	217	7	3.226	3.448
rph	Cluster_50644	218	7	3.211	3.571
exoA	Cluster_139628	217	15	6.912	16.667
pyrE	Cluster_139628	219	15	6.849	14.286
argB	Cluster_109848	220	5	2.273	4.167
algC_1	Cluster_109848	78	5	6.41	4.0
dut	Cluster_119740	220	3	1.364	4.545
coaBC	Cluster_119740	218	3	1.376	5.0
dppA_1	Cluster_22931	221	7	3.167	1.587
rpmB	Cluster_22931	220	7	3.182	4.348
rpmG	Cluster_22931	221	7	3.167	4.348
puuC	Cluster_61963	12	6	50.0	20.0
ycaD_1	Cluster_68037	218	2	0.917	1.37
clsC	Cluster_147792	204	7	3.431	4.0
norG_1	Cluster_162742	218	1	0.459	1.562
puuB_1	Cluster_115571	220	4	1.818	0.926
lrp_1	Cluster_112697	221	1	0.452	1.351
dadA1_1	Cluster_112697	217	1	0.461	1.493
dadX	Cluster_130834	127	3	2.362	6.25
puuR_1	Cluster_121142	218	7	3.211	2.128
xpt	Cluster_144526	217	7	3.226	4.762
rep_1	Cluster_33812	220	4	1.818	1.389
mdtK	Cluster_81178	190	7	3.684	4.0
gcvA_4	Cluster_81178	221	1	0.452	0.917
gcvA_5	Cluster_93815	220	1	0.455	0.943
gabD	Cluster_93815	112	6	5.357	9.091
puuB_2	Cluster_78443	220	5	2.273	0.952
ycaC	Cluster_47794	15	2	13.333	12.5
nfdA	Cluster_133018	105	5	4.762	3.571
dmlR_1	Cluster_97378	221	2	0.905	0.73
fabG_1	Cluster_103559	221	1	0.452	1.031
comM_1	Cluster_5198	47	1	2.128	3.226
ftsH_1	Cluster_6523	88	1	1.136	2.564
gabR_2	Cluster_121818	215	5	2.326	1.515
azoR_1	Cluster_121818	62	3	4.839	4.348
comM_2	Cluster_48443	47	1	2.128	3.571
ubiK	Cluster_22743	220	7	3.182	2.632
glnK	Cluster_22743	220	5	2.273	2.941
amtB_1	Cluster_22743	213	5	2.347	1.887
sutA	Cluster_10743	200	7	3.5	4.348
yigB	Cluster_44922	214	7	3.271	3.226
xerC_1	Cluster_44922	220	7	3.182	0.84
dapF	Cluster_44922	192	7	3.646	4.167
lysA_1	Cluster_44922	168	7	4.167	3.226
cyaY	Cluster_44922	219	7	3.196	3.571
rnk	Cluster_9694	212	4	1.887	4.167
elbB	Cluster_116280	218	7	3.211	3.846
yohD	Cluster_54772	7	6	85.714	50.0
ppk	Cluster_54772	214	6	2.804	4.348
ppx	Cluster_41410	214	7	3.271	3.704
trxA	Cluster_41410	210	7	3.333	4.0
rho	Cluster_48867	218	149	68.349	5.882
ubiD	Cluster_71932	211	7	3.318	2.703
ascD	Cluster_71932	203	7	3.448	3.03
chaC	Cluster_38930	217	6	2.765	2.5
qorA_2	Cluster_78996	215	1	0.465	2.041
ygfA	Cluster_36280	200	17	8.5	9.091
zapA	Cluster_85864	220	103	46.818	5.0
pepP	Cluster_85864	214	97	45.327	4.545
ubiH	Cluster_85864	215	98	45.581	4.348
ubiI	Cluster_85864	216	98	45.37	4.167
gcvT_1	Cluster_92485	220	6	2.727	1.724
gcvH_1	Cluster_153153	221	6	2.715	1.538
decR_1	Cluster_99446	221	2	0.905	1.282
argE	Cluster_2882	10	4	40.0	20.0
argA	Cluster_99998	214	150	70.093	5.556
puuA_2	Cluster_8103	220	5	2.273	1.562
puuA_3	Cluster_8103	218	4	1.835	1.389
spuC	Cluster_8103	12	5	41.667	20.0
spuD_2	Cluster_77885	216	1	0.463	1.613
spuE_1	Cluster_78997	218	2	0.917	1.724
potA_1	Cluster_139733	220	6	2.727	1.333
potH	Cluster_139733	205	7	3.415	4.762
ydcV	Cluster_139733	9	7	77.778	50.0
mdtE	NO_CLUSTER_ASSOCIATION_FOUND	175	16	9.143	1.852
mdtA_1	NO_CLUSTER_ASSOCIATION_FOUND	219	6	2.74	1.042
czcA	NO_CLUSTER_ASSOCIATION_FOUND	18	2	11.111	8.333
sbp_1	Cluster_38450	216	2	0.926	1.613
cysT	Cluster_128773	20	2	10.0	7.143
cysW	Cluster_128773	101	7	6.931	3.333
cysA	Cluster_128773	123	7	5.691	3.846
sfnR	Cluster_145832	51	5	9.804	7.143
metQ_1	Cluster_69610	212	2	0.943	1.923
