GCA_903684265.1_assembly_BB1464_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
motB_2	Cluster_95532	211	101	47.867	3.571
queG	NO_CLUSTER_ASSOCIATION_FOUND	219	112	51.142	12.5
nnr	NO_CLUSTER_ASSOCIATION_FOUND	215	105	48.837	9.091
tsaE	NO_CLUSTER_ASSOCIATION_FOUND	219	108	49.315	8.333
amiC	NO_CLUSTER_ASSOCIATION_FOUND	17	11	64.706	25.0
mutL	NO_CLUSTER_ASSOCIATION_FOUND	207	97	46.86	9.091
miaA	NO_CLUSTER_ASSOCIATION_FOUND	218	109	50.0	8.333
hflK	Cluster_119634	216	200	92.593	16.667
hflC	Cluster_119634	204	187	91.667	14.286
livJ	Cluster_10069	29	10	34.483	9.091
aaeX_3	Cluster_55959	13	8	61.538	16.667
aaeB_4	Cluster_55959	22	8	36.364	8.333
pdxH	Cluster_117618	194	45	23.196	4.348
ompA	Cluster_126743	45	10	22.222	5.882
rsxB	Cluster_143636	41	10	24.39	6.667
bfd	Cluster_59018	35	13	37.143	12.5
rsuA_2	Cluster_58838	16	8	50.0	16.667
sbnA	Cluster_113401	14	8	57.143	16.667
ygcS	Cluster_84032	35	10	28.571	6.667
pks5	Cluster_92285	21	8	38.095	14.286
pld1	Cluster_72852	35	10	28.571	8.333
ribZ	Cluster_39562	26	9	34.615	9.091
argT_4	Cluster_40872	23	7	30.435	6.667
ybbH	Cluster_131517	14	10	71.429	25.0
lhgD_2	Cluster_150188	31	9	29.032	8.333
novR	Cluster_58421	26	9	34.615	7.692
ypdE	Cluster_74340	23	10	43.478	16.667
kdpB_3	Cluster_33743	16	5	31.25	11.111
smf-1	Cluster_60447	25	10	40.0	20.0
rkpK	Cluster_155401	42	10	23.81	5.0
cysA_3	Cluster_102110	21	10	47.619	14.286
ilvH	Cluster_17408	220	189	85.909	6.667
ilvI	Cluster_17408	210	184	87.619	7.692
aspC_2	Cluster_55458	30	10	33.333	6.25
infB	Cluster_143575	217	193	88.94	11.111
nusA	Cluster_143575	219	201	91.781	11.111
tpiA	Cluster_141178	217	205	94.47	16.667
glmM	Cluster_60789	213	196	92.019	12.5
folP	Cluster_60789	190	168	88.421	10.0
ftsH_3	Cluster_60789	30	12	40.0	6.667
greA	Cluster_112274	215	146	67.907	7.143
carB	Cluster_112274	203	143	70.443	11.111
dnaK_2	Cluster_115597	218	71	32.569	4.348
fur	Cluster_118568	221	217	98.19	33.333
bamE	Cluster_118568	221	217	98.19	33.333
ssrA	NO_CLUSTER_ASSOCIATION_FOUND	236	228	96.61	25.0
mupP_1	Cluster_120435	33	7	21.212	5.882
miaB	Cluster_99429	29	13	44.828	9.091
ubiX	Cluster_139511	214	155	72.43	6.667
mpl	Cluster_139511	217	156	71.889	5.556
yiiM	Cluster_104239	24	10	41.667	9.091
cmpB_2	Cluster_116042	12	6	50.0	25.0
fabG3	Cluster_145260	16	10	62.5	20.0
nudE_2	Cluster_112471	14	6	42.857	25.0
gdh	Cluster_72407	44	10	22.727	6.25
ksi	Cluster_45430	14	10	71.429	25.0
fabG2	Cluster_45430	35	10	28.571	8.333
luxA	Cluster_100367	26	14	53.846	16.667
rutF	Cluster_55289	38	13	34.211	8.333
cysD_2	Cluster_109431	21	9	42.857	11.111
cysNC_2	Cluster_109431	18	9	50.0	12.5
intA_3	NO_CLUSTER_ASSOCIATION_FOUND	65	12	18.462	2.439
cc4	Cluster_166490	217	76	35.023	4.762
hlyD	Cluster_106663	38	11	28.947	9.091
fmt	Cluster_144713	207	195	94.203	20.0
rsmB	Cluster_144713	216	198	91.667	12.5
trkA	Cluster_144713	215	195	90.698	12.5
glyQ	Cluster_126047	217	116	53.456	6.667
glyS	Cluster_126047	216	114	52.778	6.667
gmhB	Cluster_126047	218	114	52.294	6.667
nanT_3	Cluster_118221	186	36	19.355	2.326
sodC	Cluster_67197	39	10	25.641	6.667
secD	Cluster_142276	216	199	92.13	16.667
secF	Cluster_142276	219	202	92.237	16.667
ndk	Cluster_124198	218	188	86.239	11.111
rlmN	Cluster_124198	213	184	86.385	11.111
ycf3	Cluster_124198	41	35	85.366	33.333
rodZ	Cluster_124198	215	181	84.186	11.111
ispG	Cluster_124198	218	179	82.11	9.091
hisS	Cluster_124198	217	179	82.488	7.692
bamB	Cluster_124198	218	178	81.651	8.333
pmbA	Cluster_110405	214	194	90.654	12.5
hisD	Cluster_92433	220	145	65.909	11.111
pctB	Cluster_109618	30	7	23.333	6.667
treY	Cluster_14571	36	9	25.0	6.667
aguA_4	Cluster_121129	20	7	35.0	11.111
potF	Cluster_121129	38	10	26.316	4.762
hutH_3	Cluster_134394	28	10	35.714	8.333
folD	Cluster_34253	96	23	23.958	7.143
clpP_2	Cluster_122475	198	82	41.414	1.754
clpX	Cluster_111146	217	197	90.783	12.5
hupB_2	Cluster_81327	218	41	18.807	3.03
lolD_1	NO_CLUSTER_ASSOCIATION_FOUND	214	101	47.196	7.692
tesA	NO_CLUSTER_ASSOCIATION_FOUND	218	216	99.083	33.333
rtcB	Cluster_29236	106	79	74.528	7.143
ribB	Cluster_29236	195	83	42.564	4.545
cnoX	Cluster_167969	220	47	21.364	4.545
tauR	Cluster_37670	22	10	45.455	12.5
ssb_1	Cluster_96544	87	52	59.77	3.448
yajR	Cluster_96544	217	200	92.166	12.5
uvrA_2	Cluster_96544	209	69	33.014	1.961
bfr_2	Cluster_75817	219	72	32.877	4.348
rplQ	Cluster_159047	220	90	40.909	25.0
rpoA	Cluster_159047	219	90	41.096	25.0
rpmJ	Cluster_55989	205	126	61.463	10.0
secY	Cluster_55989	219	126	57.534	7.143
rplO	Cluster_55989	221	126	57.014	6.667
rpmD	Cluster_55989	221	127	57.466	6.667
rpsE	Cluster_55989	219	127	57.991	7.143
rplR	Cluster_55989	220	127	57.727	7.143
rplF	Cluster_55989	220	129	58.636	7.143
rpsH	Cluster_55989	220	129	58.636	7.143
rpsN	Cluster_130094	220	210	95.455	20.0
rplE	Cluster_130094	220	210	95.455	16.667
rplX	Cluster_130094	221	211	95.475	16.667
rplN	Cluster_130094	220	211	95.909	16.667
rpsQ	Cluster_130094	221	212	95.928	16.667
rpmC	Cluster_130094	221	212	95.928	16.667
rplP	Cluster_130094	220	212	96.364	20.0
rpsC	Cluster_130094	221	213	96.38	20.0
rplV	Cluster_130094	216	213	98.611	50.0
rpsS	Cluster_130094	219	213	97.26	20.0
rplB	Cluster_130094	219	214	97.717	25.0
rplW	Cluster_130094	219	215	98.174	25.0
rplD	Cluster_130094	219	216	98.63	33.333
rplC	Cluster_130094	219	218	99.543	50.0
rpsJ	Cluster_87585	219	170	77.626	10.0
rpsL	Cluster_55151	217	195	89.862	9.091
rpoC	Cluster_142668	213	194	91.08	20.0
rpoB	Cluster_52288	212	193	91.038	12.5
rplJ	Cluster_59633	219	107	48.858	10.0
rplA	Cluster_103434	216	203	93.981	20.0
rplK	Cluster_103434	218	206	94.495	20.0
secE	Cluster_150172	218	103	47.248	7.692
tufA_2	Cluster_130792	159	42	26.415	10.0
mepS	Cluster_97912	190	146	76.842	6.25
srrA	Cluster_46924	44	10	22.727	7.143
alsS	NO_CLUSTER_ASSOCIATION_FOUND	79	31	39.241	3.846
fpvA	Cluster_95685	29	10	34.483	12.5
purD	Cluster_67155	216	69	31.944	2.941
blaP	Cluster_70115	23	10	43.478	12.5
pbpC	Cluster_129023	205	62	30.244	5.0
hmrR	Cluster_151032	191	57	29.843	4.762
ptlF	Cluster_61248	16	10	62.5	20.0
hel	Cluster_104230	22	10	45.455	12.5
aldHT	Cluster_119886	78	29	37.179	5.0
ompP1	Cluster_27697	31	8	25.806	6.25
rpmI	Cluster_144444	219	200	91.324	16.667
rplT	Cluster_144444	217	199	91.705	20.0
pheS	Cluster_109129	216	121	56.019	11.111
pheT	Cluster_109129	214	119	55.607	14.286
ihfA	Cluster_109129	217	117	53.917	10.0
katB	Cluster_110513	41	13	31.707	5.882
cntB	Cluster_144515	27	7	25.926	10.0
uhpC_2	Cluster_39287	16	10	62.5	20.0
yebC	Cluster_98739	24	10	41.667	16.667
paoD	Cluster_43744	41	10	24.39	9.091
preT	Cluster_107052	28	10	35.714	8.333
rhtC_3	Cluster_142025	27	8	29.63	6.667
dkgB	Cluster_48760	36	9	25.0	7.143
hchA_2	Cluster_119717	40	9	22.5	4.167
rpoD	Cluster_140056	215	201	93.488	25.0
rpsU	Cluster_57307	219	199	90.868	12.5
tsaD	Cluster_57307	218	198	90.826	12.5
plsY	Cluster_134634	219	212	96.804	16.667
folB	Cluster_134634	219	211	96.347	14.286
rsmA	Cluster_95408	213	199	93.427	12.5
pdxA	Cluster_95408	216	202	93.519	10.0
surA	Cluster_95408	38	35	92.105	33.333
lptD	Cluster_95408	217	205	94.47	12.5
amgK	Cluster_95408	215	204	94.884	14.286
murU	Cluster_95408	217	205	94.47	14.286
djlA	Cluster_95408	219	203	92.694	14.286
gph	Cluster_87621	29	10	34.483	9.091
topB_4	Cluster_109827	20	7	35.0	8.333
soj_5	Cluster_107758	22	7	31.818	6.667
emrA_6	Cluster_32625	24	7	29.167	6.25
pgl_3	Cluster_32625	32	8	25.0	5.556
betT2_2	Cluster_39896	32	9	28.125	7.143
pchF	Cluster_27221	34	11	32.353	16.667
pchC	Cluster_27221	13	12	92.308	50.0
bauD_2	Cluster_135839	67	13	19.403	3.571
crnA	Cluster_29396	50	23	46.0	10.0
msmX	Cluster_29396	32	20	62.5	8.333
yycB_3	Cluster_130361	32	8	25.0	5.556
scmP	Cluster_11583	18	10	55.556	14.286
nuoC	Cluster_131414	215	197	91.628	8.333
nuoE_2	Cluster_131414	114	52	45.614	5.556
nuoF	Cluster_131414	214	193	90.187	8.333
fumC	Cluster_79503	16	13	81.25	25.0
mtaD	Cluster_110494	43	13	30.233	8.333
rpsA	Cluster_99481	219	66	30.137	12.5
yidC	Cluster_45519	217	191	88.018	8.333
atpB	Cluster_83980	217	197	90.783	14.286
atpH_1	Cluster_85917	218	82	37.615	7.143
phnX_4	Cluster_62838	16	8	50.0	16.667
rssB_7	Cluster_38443	19	7	36.842	9.091
pphA	Cluster_153064	33	8	24.242	5.0
dnaC_2	Cluster_108252	15	6	40.0	11.111
nhaA_3	Cluster_27231	36	7	19.444	4.348
actP	Cluster_55136	35	13	37.143	7.143
yjcH	Cluster_55136	42	13	30.952	6.25
czcR_3	Cluster_2999	182	31	17.033	1.613
cusS_3	Cluster_2999	28	9	32.143	7.143
arnT	Cluster_2462	99	38	38.384	6.25
oprP	Cluster_55773	142	123	86.62	11.111
cadA_2	Cluster_58772	142	53	37.324	5.556
czcA_3	Cluster_139613	129	34	26.357	1.923
czcB_2	Cluster_139613	129	52	40.31	3.704
czcC_2	Cluster_18496	130	44	33.846	4.0
pqiA_1	NO_CLUSTER_ASSOCIATION_FOUND	217	61	28.111	1.786
pqiA_2	NO_CLUSTER_ASSOCIATION_FOUND	217	91	41.935	2.128
yebT	NO_CLUSTER_ASSOCIATION_FOUND	214	100	46.729	2.632
ribF	Cluster_104116	218	183	83.945	5.882
ileS	Cluster_104116	218	181	83.028	5.556
lspA_2	Cluster_104116	53	18	33.962	9.091
fkpB	Cluster_104116	221	182	82.353	5.263
ispH	Cluster_104116	216	180	83.333	5.263
tagG	Cluster_95811	13	7	53.846	16.667
noc	Cluster_100271	42	14	33.333	8.333
nfdA_5	Cluster_113400	13	7	53.846	16.667
yenC1	Cluster_77366	9	5	55.556	20.0
tetA	Cluster_132192	34	11	32.353	11.111
tetR_2	Cluster_132192	10	8	80.0	33.333
ylmA	Cluster_38199	19	10	52.632	16.667
intA_4	Cluster_4176	33	7	21.212	5.0
hin_2	NO_CLUSTER_ASSOCIATION_FOUND	75	18	24.0	3.226
xerD_2	NO_CLUSTER_ASSOCIATION_FOUND	18	12	66.667	14.286

#######################################################################
ALL GENE TO IGR ASSOCIATIONS ACROSS GCA_903684265.1_assembly_BB1464_genomic
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
COQ3_1	Cluster_106811	207	5	2.415	1.923
hdfR_1	Cluster_106811	221	4	1.81	1.099
atzC	Cluster_19916	89	9	10.112	5.263
puuD_1	Cluster_11288	204	6	2.941	2.128
glnQ_1	Cluster_97370	221	5	2.262	1.408
dadA1_1	Cluster_97370	217	6	2.765	1.493
occM_1	Cluster_97370	219	5	2.283	1.961
hisQ_1	Cluster_97370	209	6	2.871	2.0
argT_1	Cluster_79512	76	8	10.526	2.381
dpkA	Cluster_79512	154	13	8.442	3.704
tyrB_1	Cluster_46109	208	7	3.365	3.03
dadA	Cluster_5213	116	8	6.897	4.348
prmC_1	Cluster_5213	205	3	1.463	1.538
kbl	Cluster_5213	17	8	47.059	11.111
menF	Cluster_141776	11	7	63.636	20.0
lfrA	Cluster_120067	17	11	64.706	14.286
sdaC	Cluster_21114	197	9	4.569	2.326
tpx	Cluster_72151	217	13	5.991	2.381
mdtA_1	Cluster_58262	219	8	3.653	1.042
mdtB_1	Cluster_58262	213	9	4.225	1.408
mdtC	Cluster_152896	198	9	4.545	2.778
oprM_1	Cluster_152896	190	7	3.684	1.266
yenB	Cluster_40630	24	10	41.667	9.091
xerC_1	Cluster_42427	220	5	2.273	0.84
epsF_1	Cluster_67199	120	9	7.5	2.5
xcpT	Cluster_67199	153	13	8.497	5.882
mltF_1	Cluster_67199	220	7	3.182	1.282
sasA_1	Cluster_116933	221	2	0.905	0.885
sasA_2	Cluster_33427	221	2	0.905	0.813
atoC_1	Cluster_33427	220	4	1.818	1.176
gntT	Cluster_117628	121	13	10.744	4.348
gntK	Cluster_56514	16	13	81.25	50.0
gntR_1	Cluster_56514	187	11	5.882	2.174
rcsC_1	Cluster_44562	221	2	0.905	0.769
bvgA_1	Cluster_44562	221	10	4.525	1.316
cobM	Cluster_2526	218	4	1.835	1.786
cbiG	Cluster_2526	169	4	2.367	2.381
cobN	Cluster_2526	209	3	1.435	2.857
atoC_2	Cluster_26533	220	5	2.273	1.333
mrdA_1	Cluster_25817	216	9	4.167	1.562
moaD_1	Cluster_142035	24	6	25.0	10.0
moaC_1	Cluster_142035	22	6	27.273	11.111
cynR_1	Cluster_8326	219	5	2.283	1.316
moaB_1	Cluster_8326	201	6	2.985	2.703
ydeP_1	Cluster_24933	184	7	3.804	2.439
cydA_1	Cluster_142825	45	6	13.333	5.263
appB	Cluster_142825	37	10	27.027	6.667
yfeX	Cluster_98742	115	9	7.826	4.545
bacC_1	Cluster_142039	83	7	8.434	3.571
pgrR_1	Cluster_106810	162	2	1.235	1.389
gcvA_1	Cluster_108438	221	2	0.905	0.935
kefF_1	Cluster_22652	110	4	3.636	2.778
leuA_1	Cluster_22652	37	6	16.216	7.692
nodD2_1	Cluster_56513	210	7	3.333	1.613
qorA_1	Cluster_56513	215	7	3.256	2.326
fan1_1	Cluster_75855	8	7	87.5	50.0
fan1_2	Cluster_75855	8	7	87.5	50.0
dinG_1	Cluster_75855	220	8	3.636	1.613
pgm	Cluster_126052	214	22	10.28	2.703
mdoB_1	Cluster_72856	100	6	6.0	2.564
pnuC	Cluster_90029	211	10	4.739	1.923
mcpP	Cluster_32210	202	10	4.95	4.762
uppP	Cluster_32210	186	10	5.376	4.0
dmlR_1	Cluster_93121	221	1	0.452	0.73
azoR1	Cluster_93121	184	13	7.065	3.448
yhhS_1	Cluster_69099	197	7	3.553	2.0
ybiT	Cluster_10777	216	10	4.63	1.538
bdlA_1	Cluster_63273	216	7	3.241	1.449
bluF	Cluster_888	44	10	22.727	5.263
ogt	Cluster_34500	209	10	4.785	2.083
nadE_1	Cluster_130096	109	8	7.339	2.174
pphB	Cluster_132233	163	9	5.521	3.125
rhtC_1	Cluster_110510	186	7	3.763	1.786
rhaR_1	Cluster_92472	221	2	0.905	1.042
rhtB_1	Cluster_92472	219	3	1.37	1.075
ppiC_1	Cluster_164561	217	13	5.991	2.041
acsA_1	Cluster_164561	218	3	1.376	1.299
eco	Cluster_149420	188	13	6.915	4.762
bdhA	Cluster_36803	156	8	5.128	2.083
norR_1	Cluster_135882	220	7	3.182	1.562
yejE_1	Cluster_106346	211	8	3.791	1.562
yejB_1	Cluster_106346	213	8	3.756	1.538
ppiC_2	Cluster_132234	217	4	1.843	1.695
aroF_1	Cluster_26071	217	10	4.608	2.326
mmgC_1	Cluster_67668	219	7	3.196	1.471
menB	Cluster_67668	158	10	6.329	4.0
panS	Cluster_82297	109	10	9.174	4.762
prmC_2	Cluster_145258	205	4	1.951	1.538
pncC_1	Cluster_71925	170	7	4.118	1.37
yghA	Cluster_71925	55	10	18.182	6.667
ku	Cluster_47236	203	7	3.448	2.326
mshB	Cluster_78712	78	9	11.538	4.348
ligD	Cluster_78712	152	11	7.237	2.941
ybhN	Cluster_110505	204	13	6.373	2.041
clsB	Cluster_110505	198	13	6.566	2.083
gcvA_2	Cluster_85804	221	3	1.357	1.031
tdcG_1	Cluster_85804	134	8	5.97	3.846
puuB_1	Cluster_77869	220	4	1.818	0.926
spuE_1	Cluster_77869	218	2	0.917	1.724
puuA_1	Cluster_82857	220	6	2.727	1.25
ftsP	Cluster_16497	110	7	6.364	4.167
xthA_1	Cluster_74342	198	3	1.515	1.818
hmuU_1	Cluster_10339	211	9	4.265	2.128
btuF_1	Cluster_10339	70	9	12.857	2.941
fecE	Cluster_10339	181	9	4.972	4.348
virS_1	Cluster_10339	45	8	17.778	3.571
uhpC_1	Cluster_56159	16	7	43.75	20.0
gbpR	Cluster_95209	42	11	26.19	5.882
lgoT	Cluster_149416	45	3	6.667	5.882
garD	Cluster_149416	68	3	4.412	5.263
gabP_1	Cluster_154407	211	5	2.37	1.818
cnrA	Cluster_154407	48	8	16.667	9.091
cuyA_1	Cluster_69597	11	8	72.727	33.333
sotB_1	Cluster_55806	206	8	3.883	1.724
rutB_1	Cluster_55806	32	8	25.0	5.263
pgrR_2	Cluster_97366	162	4	2.469	1.37
hcaB_1	Cluster_97366	198	2	1.01	1.19
emrA_1	Cluster_75769	220	2	0.909	1.299
emrB_1	Cluster_75769	207	4	1.932	1.613
