GCA_900104105.1_IMG-taxon_2600255318_annotated_assembly_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
ydcV_1	Cluster_55399	211	1	0.474	1.471
adh1	Cluster_62394	76	1	1.316	5.882
rpe	Cluster_107647	214	1	0.467	2.128
gph_1	Cluster_107647	191	1	0.524	1.923
trpE	Cluster_137782	216	3	1.389	5.882
estA	Cluster_18750	7	1	14.286	25.0
trpG	Cluster_18750	216	1	0.463	3.704
trpD_1	Cluster_18750	219	1	0.457	1.923
trpC	Cluster_18750	215	1	0.465	3.704
vfr	Cluster_47507	209	1	0.478	4.0
yhfA	Cluster_47507	220	1	0.455	3.846
speD	Cluster_46250	4	2	50.0	50.0
coq7	Cluster_112561	219	1	0.457	4.545
isfD_1	Cluster_145907	15	1	6.667	7.692
argC	Cluster_92744	15	4	26.667	14.286
erpA	Cluster_74052	217	3	1.382	3.571
anmK	Cluster_55273	217	3	1.382	6.667
tyrS	Cluster_55273	215	3	1.395	7.143
hcaB_1	Cluster_80518	198	1	0.505	1.19
aaeA_1	Cluster_67581	220	1	0.455	1.37
aaeX_1	Cluster_67581	25	1	4.0	6.667
aaeB_1	Cluster_67581	218	1	0.459	1.389
cusC_1	Cluster_67581	43	1	2.326	6.667
dmlR_1	Cluster_67581	221	1	0.452	0.73
ghrB_1	Cluster_6691	212	1	0.472	1.724
rhaS_1	Cluster_90528	221	1	0.452	0.935
cntO_1	Cluster_114711	217	1	0.461	1.266
fecI_2	Cluster_70929	221	1	0.452	0.84
fecI_3	Cluster_70929	220	1	0.455	0.862
fecR_2	Cluster_70929	220	1	0.455	0.909
fecA_1	Cluster_124527	96	1	1.042	3.333
gcvA_1	Cluster_92748	221	1	0.452	0.935
sdaB_1	Cluster_92748	6	2	33.333	20.0
sdaC_1	Cluster_144358	23	1	4.348	6.25
psiE	Cluster_33564	220	1	0.455	2.128
ldh	Cluster_66689	214	1	0.467	3.846
pcaK_1	Cluster_78909	194	1	0.515	1.351
nagL_1	Cluster_76741	106	1	0.943	3.333
hmgA	Cluster_76741	212	1	0.472	4.545
kdgR_1	Cluster_76741	164	1	0.61	3.03
malT_1	Cluster_90529	96	1	1.042	3.03
oleB	Cluster_95107	204	1	0.49	4.545
fucA	Cluster_95107	124	1	0.806	3.03
yohK_1	Cluster_121004	198	1	0.505	2.703
cidA_1	Cluster_121004	197	1	0.508	3.125
gltC_1	Cluster_121004	221	1	0.452	1.205
pfyP	Cluster_82754	54	1	1.852	4.762
folM	Cluster_150029	217	1	0.461	2.703
folE_1	Cluster_150029	103	1	0.971	4.167
folX	Cluster_150029	10	1	10.0	14.286
cysZ	Cluster_30294	201	3	1.493	4.0
mgtA_1	Cluster_30294	76	1	1.316	2.941
btuE_1	Cluster_101757	214	3	1.402	2.632
slyD	Cluster_22316	219	1	0.457	3.846
pta	Cluster_22316	214	1	0.467	3.704
yihG_2	Cluster_22316	16	1	6.25	7.692
cysNC	Cluster_11706	199	1	0.503	3.03
cysD	Cluster_85903	199	1	0.503	2.857
degS	Cluster_114905	218	5	2.294	4.545
hisC_1	Cluster_98139	221	1	0.452	1.449
hisD	Cluster_98139	220	5	2.273	11.111
hisG	Cluster_98600	219	1	0.457	3.333
murA	Cluster_105980	219	6	2.74	6.25
mlaC	Cluster_37260	177	1	0.565	4.545
mlaD	Cluster_37260	219	1	0.457	3.846
mlaE	Cluster_37260	220	1	0.455	3.846
mlaF	Cluster_37260	221	1	0.452	3.846
kdsD	Cluster_37260	218	1	0.459	4.0
kdsC	Cluster_37260	219	1	0.457	4.0
lptC	Cluster_37260	221	1	0.452	4.0
lptA	Cluster_37260	219	1	0.457	3.846
lptB_1	Cluster_37260	220	1	0.455	1.695
rpoN	Cluster_55751	216	3	1.389	5.263
hpf	Cluster_136192	220	3	1.364	14.286
ptsN	Cluster_136192	220	3	1.364	12.5
rapZ	Cluster_136192	219	3	1.37	12.5
ptsO	Cluster_136192	25	3	12.0	20.0
zupT_1	Cluster_77770	168	1	0.595	2.439
sodB_1	Cluster_77770	202	1	0.495	2.128
fumC_1	Cluster_77770	204	1	0.49	2.174
pmbA	Cluster_110405	214	194	90.654	12.5
tldD	Cluster_148420	212	1	0.472	3.125
nit1_1	Cluster_148420	74	1	1.351	4.545
rng	Cluster_148116	218	3	1.376	4.167
yhdE	Cluster_144359	219	1	0.457	3.125
mreD	Cluster_69198	218	4	1.835	3.571
mreB	Cluster_55497	217	8	3.687	9.091
gatC	Cluster_55497	207	8	3.865	9.091
gatA_1	Cluster_55497	46	4	8.696	5.556
gatB	Cluster_55497	220	7	3.182	8.333
rlpA_1	Cluster_86916	212	1	0.472	1.471
yrbG	Cluster_86916	9	1	11.111	20.0
garD	Cluster_118187	68	1	1.471	5.263
gudP	Cluster_118187	96	1	1.042	6.667
aldHT	Cluster_145908	78	1	1.282	5.0
lutR_1	Cluster_101975	212	1	0.472	1.22
bacA	Cluster_120320	195	1	0.513	2.041
regA	Cluster_36636	218	1	0.459	4.348
regB	Cluster_36636	216	1	0.463	4.348
dppA_1	Cluster_1042	221	1	0.452	1.587
dppA_2	Cluster_40832	221	1	0.452	1.389
dppA_3	Cluster_32384	220	1	0.455	1.389
oprD_1	Cluster_70022	221	1	0.452	1.064
dppA_4	Cluster_132579	210	1	0.476	1.613
dppB	Cluster_135726	158	3	1.899	5.0
dppC	Cluster_135726	217	3	1.382	4.348
dppD	Cluster_135726	218	3	1.376	4.348
ddpF	Cluster_135726	72	1	1.389	6.667
atpD_1	Cluster_32016	5	1	20.0	20.0
prfC	Cluster_27121	218	3	1.376	2.083
osmY	Cluster_27121	202	3	1.485	2.128
osmX	Cluster_27121	219	3	1.37	1.724
osmW	Cluster_27121	218	3	1.376	1.724
osmV	Cluster_27121	216	3	1.389	1.754
ldc	Cluster_1469	219	1	0.457	3.333
bfrD	Cluster_56568	199	4	2.01	5.263
phoD	Cluster_147600	14	1	7.143	12.5
fruA	Cluster_31104	211	3	1.422	3.846
lacC	Cluster_31104	215	3	1.395	4.0
cra	Cluster_31104	218	3	1.376	3.846
yjjV	Cluster_31104	211	3	1.422	3.846
ampD	Cluster_143154	218	3	1.376	2.941
nadC	Cluster_42133	216	1	0.463	2.778
pnp	Cluster_62382	216	3	1.389	6.25
rpsO	Cluster_89288	220	1	0.455	5.263
truB	Cluster_78119	220	3	1.364	5.263
rbfA	Cluster_78119	220	3	1.364	5.882
infB	Cluster_101672	217	3	1.382	11.111
nusA	Cluster_101672	219	3	1.37	11.111
rimP	Cluster_101672	221	4	1.81	8.333
tpiA	Cluster_141276	217	6	2.765	16.667
glmM	Cluster_131387	213	1	0.469	12.5
folP	Cluster_131387	190	1	0.526	10.0
ftsH	Cluster_62632	132	3	2.273	16.667
rlmE	Cluster_115097	220	46	20.909	14.286
yhbY	Cluster_115097	218	46	21.101	16.667
greA	Cluster_99073	215	3	1.395	7.143
carB_1	Cluster_99073	18	1	5.556	9.091
carA	Cluster_40899	209	6	2.871	4.0
dapB	Cluster_32523	193	7	3.627	5.882
dnaJ	Cluster_32523	215	7	3.256	5.556
dnaK_1	Cluster_115616	218	3	1.376	4.0
grpE	Cluster_46345	219	1	0.457	3.704
recN	Cluster_46345	215	1	0.465	4.167
fur	Cluster_118568	221	217	98.19	33.333
bamE	Cluster_118568	221	217	98.19	33.333
ratA	Cluster_103850	200	3	1.5	6.667
smpB	Cluster_103850	218	3	1.376	5.263
pdhR	Cluster_40343	47	1	2.128	5.556
glcA_1	Cluster_40343	33	1	3.03	5.556
lutA_1	Cluster_77754	21	2	9.524	7.143
lutB	Cluster_77754	7	3	42.857	25.0
ssrA	NO_CLUSTER_ASSOCIATION_FOUND	236	228	96.61	25.0
rimJ	Cluster_88112	17	1	5.882	10.0
arnT_1	Cluster_140287	70	1	1.429	5.263
ais_1	Cluster_45195	114	1	0.877	2.222
mcpS	Cluster_45195	190	1	0.526	3.448
yenB_1	Cluster_50583	2	1	50.0	50.0
rhaS_2	Cluster_47232	221	1	0.452	0.926
dan	Cluster_43699	7	1	14.286	20.0
hexR_1	Cluster_43699	218	1	0.459	4.0
gntT_1	Cluster_43699	93	1	1.075	4.0
dmlR_2	Cluster_146806	221	1	0.452	0.781
mdaB	Cluster_59162	217	1	0.461	2.273
ycnE	Cluster_59162	59	1	1.695	10.0
cysL_1	Cluster_89289	68	1	1.471	3.125
rutF	Cluster_72319	38	1	2.632	8.333
ybdO	Cluster_147601	2	1	50.0	50.0
ubiC_1	Cluster_135727	3	1	33.333	33.333
oprM_1	Cluster_92989	190	1	0.526	1.266
bepE	Cluster_92989	47	1	2.128	4.762
mdtA_1	Cluster_92989	219	1	0.457	1.042
hsaA	Cluster_48712	83	1	1.205	5.263
Hgd	Cluster_81061	9	1	11.111	14.286
rffH_1	Cluster_160310	1	1	100.0	100.0
rffG	Cluster_160310	75	1	1.333	2.439
dapH	Cluster_8368	32	1	3.125	7.143
mmsB	Cluster_83715	207	3	1.449	6.25
mmsA	Cluster_83715	206	3	1.456	5.882
hdfR_1	Cluster_83715	221	1	0.452	1.099
pal_1	Cluster_104799	221	1	0.452	1.449
dgcN	Cluster_104799	199	1	0.503	2.326
recD	Cluster_79411	191	1	0.524	2.857
recB	Cluster_79411	147	1	0.68	3.704
recC	Cluster_79411	206	1	0.485	2.857
coaX	NO_CLUSTER_ASSOCIATION_FOUND	211	95	45.024	2.703
birA	NO_CLUSTER_ASSOCIATION_FOUND	214	98	45.794	2.703
xcpT_1	Cluster_86304	40	1	2.5	5.263
xcpX	Cluster_86304	42	1	2.381	5.556
epsD	Cluster_86304	17	1	5.882	16.667
hxcR	Cluster_86304	17	1	5.882	14.286
epsF_1	Cluster_86304	120	1	0.833	2.5
phoA2	Cluster_24693	8	1	12.5	16.667
yfeX_1	Cluster_87526	22	1	4.545	7.692
nagR_1	Cluster_121006	35	1	2.857	5.0
aprA_1	Cluster_121006	8	1	12.5	20.0
ssuC_1	Cluster_99979	209	1	0.478	1.786
btuD_2	Cluster_99979	221	1	0.452	1.064
eptA_1	Cluster_76742	142	1	0.704	4.0
nfdA_1	Cluster_114900	96	3	3.125	2.857
dmlR_3	Cluster_114900	221	1	0.452	0.758
lexA_1	Cluster_72774	218	1	0.459	1.266
imuB	Cluster_72774	210	1	0.476	2.381
dnaE2	Cluster_72774	208	1	0.481	2.381
dadD	Cluster_127933	15	1	6.667	8.333
atzC	Cluster_127933	89	1	1.124	5.263
spuE_1	Cluster_90530	218	1	0.459	1.724
ydcV_2	Cluster_90530	211	1	0.474	1.613
potB	Cluster_90530	90	1	1.111	5.556
potA_2	Cluster_90530	220	1	0.455	1.449
rcsC_2	Cluster_95109	221	1	0.452	0.775
uvrA_1	Cluster_95109	209	1	0.478	2.703
rcsC_3	Cluster_46346	221	1	0.452	0.735
luxQ	Cluster_46346	87	1	1.149	3.125
rsbT	Cluster_46346	88	1	1.136	3.226
rsbS	Cluster_46346	88	1	1.136	3.226
hdfR_2	Cluster_146807	221	1	0.452	1.205
fmt_1	Cluster_32581	13	1	7.692	12.5
fecI_4	Cluster_32581	218	1	0.459	0.893
fecR_3	Cluster_32581	217	1	0.461	0.885
btuB_1	Cluster_124233	220	1	0.455	0.935
btuB_2	Cluster_105563	220	1	0.455	0.855
yejB_1	Cluster_107648	213	1	0.469	1.538
yejE_1	Cluster_107648	211	1	0.474	1.562
yejF_1	Cluster_107648	44	1	2.273	3.704
gpmA	Cluster_156071	6	1	16.667	25.0
sohB	Cluster_57233	218	1	0.459	3.125
sir_1	Cluster_33491	209	1	0.478	2.381
metH	Cluster_79412	213	1	0.469	3.571
nfuA	Cluster_123745	219	1	0.457	5.556
cobM	Cluster_123746	218	1	0.459	1.786
cbiG	Cluster_2241	169	1	0.592	2.381
cobN	Cluster_789	209	1	0.478	2.857
sacA	Cluster_70930	39	1	2.564	5.263
peb1A	Cluster_37707	6	1	16.667	20.0
glnP_1	Cluster_153461	52	1	1.923	3.333
glnP_2	Cluster_153461	52	1	1.923	3.226
glnQ_1	Cluster_153461	221	1	0.452	1.408
yabJ_1	Cluster_153461	200	1	0.5	2.128
srpS	Cluster_80519	20	1	5.0	9.091
kdgK_1	Cluster_80519	11	1	9.091	10.0
ppiC_1	Cluster_154507	217	1	0.461	2.041
rcsC_4	Cluster_98601	221	1	0.452	0.787
pilT_1	Cluster_98601	50	1	2.0	4.762
acsA_1	Cluster_144360	218	1	0.459	1.299
bdhA	Cluster_37708	156	1	0.641	2.083
norR_1	Cluster_161728	220	1	0.455	1.562
yejF_2	Cluster_161728	44	1	2.273	3.704
yejE_2	Cluster_161728	211	1	0.474	1.667
yejB_2	Cluster_161728	213	1	0.469	1.695
ppiC_2	Cluster_120322	217	1	0.461	1.695
lips_1	Cluster_20388	7	1	14.286	20.0
aroF_1	Cluster_6659	217	1	0.461	2.326
gacA	Cluster_66501	213	1	0.469	3.846
uvrC	Cluster_66501	214	1	0.467	3.846
pgsA	Cluster_66501	218	1	0.459	3.571
umuD	Cluster_152308	109	1	0.917	2.564
umuC	Cluster_152308	87	1	1.149	2.273
gpFI_1	Cluster_104800	28	1	3.571	4.167
ettA_1	Cluster_86917	8	1	12.5	14.286
btuD_3	Cluster_71384	221	1	0.452	1.075
modB	Cluster_71384	16	1	6.25	8.333
modA	Cluster_71384	215	1	0.465	2.128
pnoA	Cluster_54712	98	1	1.02	5.263
acuI	Cluster_54712	34	1	2.941	5.263
ada_1	Cluster_125924	9	1	11.111	12.5
alkB	Cluster_123747	208	1	0.481	1.818
gtaB_1	Cluster_44257	9	1	11.111	14.286
garB	Cluster_97261	56	1	1.786	4.348
xerC_1	Cluster_70023	220	1	0.455	0.84
ahpC_1	Cluster_92108	214	3	1.402	2.439
ahpF	Cluster_96526	210	1	0.476	4.167
gloA	Cluster_88679	186	1	0.538	4.167
pdeG	Cluster_4866	212	1	0.472	2.439
hpd	Cluster_4866	213	1	0.469	3.125
rarD_2	Cluster_90532	220	1	0.455	2.0
yajO	Cluster_139586	67	1	1.493	4.167
dmlR_4	Cluster_119609	221	1	0.452	0.741
nicT_1	Cluster_72122	165	1	0.606	1.887
cdaR	Cluster_72122	200	3	1.5	3.571
garK	Cluster_124528	189	1	0.529	2.564
aruH	Cluster_51931	178	1	0.562	2.857
ghrB_2	Cluster_101347	212	1	0.472	1.961
ttuB_1	Cluster_101347	203	1	0.493	1.389
kdgK_2	Cluster_143476	11	1	9.091	10.0
kdgR_2	Cluster_46347	164	1	0.61	3.03
mexB	Cluster_67115	86	1	1.163	2.941
acrE	Cluster_67115	128	1	0.781	3.704
phoP_1	Cluster_67115	190	1	0.526	2.128
rstB_1	Cluster_67115	15	1	6.667	8.333
pncA	Cluster_154509	119	1	0.84	3.226
sigH	Cluster_99980	6	1	16.667	25.0
crt	Cluster_129944	187	1	0.535	2.857
nudC_1	Cluster_129944	219	1	0.457	2.041
yfcA	Cluster_10136	19	1	5.263	9.091
pssA	Cluster_34734	195	1	0.513	3.704
efeO_1	Cluster_69019	18	1	5.556	10.0
efeB	Cluster_69019	17	1	5.882	12.5
efeO_2	Cluster_69019	18	1	5.556	12.5
efeU	Cluster_69019	25	1	4.0	6.25
acsA_2	Cluster_36430	218	1	0.459	1.37
thlA_1	Cluster_36430	165	1	0.606	2.5
mmgC_1	Cluster_36430	219	1	0.457	1.471
echA8_1	Cluster_36430	91	1	1.099	3.03
mmgC_2	Cluster_64042	219	1	0.457	1.333
fadB_1	Cluster_64042	141	1	0.709	2.439
mdrP	Cluster_88681	176	1	0.568	3.125
pgdA_1	Cluster_88681	1	1	100.0	100.0
pgdA_2	Cluster_88681	1	1	100.0	100.0
tcyA	Cluster_162590	1	1	100.0	100.0
glnQ_2	Cluster_162590	221	1	0.452	1.235
argH_1	Cluster_30533	30	1	3.333	6.25
rkpK_1	Cluster_164789	16	1	6.25	14.286
rkpK_2	Cluster_164789	16	1	6.25	16.667
arnF	Cluster_164789	8	1	12.5	16.667
arnE	Cluster_164789	22	1	4.545	8.333
arnT_2	Cluster_164789	70	1	1.429	3.846
arnD	Cluster_164789	9	1	11.111	14.286
arnA	Cluster_164789	10	1	10.0	12.5
arnC	Cluster_164789	31	1	3.226	5.556
arnB_1	Cluster_164789	5	1	20.0	20.0
xerC_2	Cluster_23916	220	1	0.455	0.787
pqiB	Cluster_108322	169	1	0.592	3.125
puuB_1	Cluster_147603	220	1	0.455	0.926
spuE_2	Cluster_147603	218	1	0.459	1.887
puuA_1	Cluster_77771	220	1	0.455	1.25
galE_1	Cluster_141065	17	1	5.882	7.692
pglJ	Cluster_141065	2	1	50.0	50.0
wfeD	Cluster_141065	2	1	50.0	50.0
rkpK_3	Cluster_141065	1	1	100.0	100.0
rfaH	Cluster_7064	5	1	20.0	25.0
wbgU	Cluster_7064	107	1	0.935	4.545
tspO	Cluster_150810	10	1	10.0	12.5
rcsC_5	Cluster_79414	220	1	0.455	0.699
phrB_1	Cluster_14307	177	1	0.565	2.5
walR	Cluster_10353	125	1	0.8	4.348
kaiC_1	Cluster_10353	10	1	10.0	10.0
fliY_1	Cluster_10353	221	1	0.452	1.316
dmoA_1	Cluster_10353	193	1	0.518	1.667
puuB_2	Cluster_7444	220	1	0.455	0.952
sgrR	Cluster_121681	172	1	0.581	2.941
gsiC	Cluster_121681	86	1	1.163	4.545
ddpC	Cluster_121681	58	1	1.724	5.556
gsiA	Cluster_121681	105	1	0.952	4.0
hcnB_1	Cluster_121681	25	1	4.0	7.692
soxB_2	Cluster_121681	151	1	0.662	1.818
argE_1	Cluster_121681	210	1	0.476	2.222
gabD_1	Cluster_100637	107	1	0.935	3.333
dmlA	Cluster_100637	6	1	16.667	20.0
ghrA_1	Cluster_34928	94	1	1.064	2.941
gabT	Cluster_34928	184	1	0.543	3.333
lrp_2	Cluster_120323	221	1	0.452	1.493
ald_1	Cluster_16635	16	1	6.25	7.143
yhdG_1	Cluster_48713	4	1	25.0	33.333
pncC_1	Cluster_95111	170	1	0.588	1.37
zupT_2	Cluster_145915	168	1	0.595	2.326
yciF	Cluster_83337	30	1	3.333	9.091
dehH1_1	Cluster_42378	1	1	100.0	100.0
todF	Cluster_42378	33	1	3.03	6.25
pgrR_1	Cluster_86918	162	1	0.617	1.389
btuD_4	Cluster_24414	214	1	0.467	0.971
mmuM	Cluster_24414	80	1	1.25	7.143
msrA3	Cluster_24414	15	1	6.667	10.0
virS_1	Cluster_124529	45	1	2.222	3.571
virS_2	Cluster_29049	45	1	2.222	3.846
acrA	Cluster_56454	44	1	2.273	5.556
acrB_1	Cluster_56454	12	1	8.333	14.286
oprJ	Cluster_56454	95	1	1.053	4.0
fadJ_1	Cluster_139587	51	1	1.961	4.348
gno	Cluster_96527	64	1	1.562	4.545
betI_2	Cluster_18658	194	1	0.515	2.564
hcf136_1	Cluster_18658	163	1	0.613	1.695
acdA_1	Cluster_45197	139	1	0.719	2.941
puuB_3	Cluster_150030	220	1	0.455	0.971
aofH_1	Cluster_64043	4	1	25.0	33.333
aofH_2	Cluster_68076	4	1	25.0	25.0
betI_3	Cluster_124531	57	1	1.754	4.167
yjgH_1	Cluster_52621	11	1	9.091	20.0
rstA_1	Cluster_52621	120	1	0.833	4.0
fdhA_2	Cluster_36637	94	1	1.064	2.632
cynT_1	Cluster_93674	96	1	1.042	3.226
tadA_1	Cluster_166543	45	1	2.222	3.704
yhaJ_1	Cluster_55062	212	1	0.472	1.754
cpnA	Cluster_49941	69	1	1.449	5.556
jefA	Cluster_49941	28	1	3.571	6.667
perR	Cluster_60779	70	1	1.429	3.846
fabG_1	Cluster_60779	221	1	0.452	1.031
