GCA_000878325.1_UASWS0946_1.0_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
ALL GENE TO IGR ASSOCIATIONS ACROSS GCA_000878325.1_UASWS0946_1.0_genomic
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
intA_1	Cluster_15812	136	1	0.735	1.493
xerC_1	Cluster_11724	220	1	0.455	0.84
mltD	Cluster_117717	185	3	1.622	4.348
gloB	Cluster_130897	61	4	6.557	7.143
rnhA	Cluster_130897	216	3	1.389	4.545
dnaQ	Cluster_120532	217	3	1.382	3.448
adiA	Cluster_126817	188	3	1.596	2.128
fatA_1	Cluster_139802	87	2	2.299	2.857
fecI_1	Cluster_63319	221	1	0.452	0.917
aphA_1	Cluster_376	128	1	0.781	2.381
fptA	NO_CLUSTER_ASSOCIATION_FOUND	79	3	3.797	4.762
yhhS_1	Cluster_107855	197	2	1.015	2.0
puuR_1	Cluster_144621	218	2	0.917	2.128
sdcS	Cluster_18863	3	3	100.0	100.0
livQ	Cluster_4109	8	2	25.0	20.0
ybjJ_1	Cluster_12011	8	1	12.5	14.286
bauC_1	Cluster_129486	46	2	4.348	3.226
adh1	Cluster_6418	76	2	2.632	5.882
ybjJ_2	Cluster_6418	8	1	12.5	12.5
hpsN_1	NO_CLUSTER_ASSOCIATION_FOUND	3	1	33.333	33.333
menE	NO_CLUSTER_ASSOCIATION_FOUND	137	4	2.92	3.704
mhpF	NO_CLUSTER_ASSOCIATION_FOUND	41	1	2.439	6.25
dmpG	NO_CLUSTER_ASSOCIATION_FOUND	23	2	8.696	12.5
ascD_1	NO_CLUSTER_ASSOCIATION_FOUND	10	1	10.0	10.0
hit	Cluster_28937	4	3	75.0	50.0
caiC	Cluster_90104	58	3	5.172	6.667
eamB_1	Cluster_156948	203	1	0.493	1.695
yddM	Cluster_105767	7	1	14.286	16.667
higB_1	Cluster_105767	1	1	100.0	100.0
rimI	Cluster_74887	216	3	1.389	1.587
can	Cluster_104326	39	3	7.692	5.882
ubiB_1	Cluster_119817	6	2	33.333	25.0
trpI_1	NO_CLUSTER_ASSOCIATION_FOUND	191	3	1.571	2.564
vfr	Cluster_63715	209	3	1.435	4.0
yhfA	Cluster_63715	220	3	1.364	3.846
coq7	Cluster_142125	219	4	1.826	4.545
ucpA	Cluster_136745	40	3	7.5	5.0
argC_1	Cluster_90105	206	1	0.485	3.226
erpA	Cluster_80140	217	3	1.382	3.571
anmK	Cluster_55847	217	4	1.843	6.667
tyrS	Cluster_55847	215	4	1.86	7.143
rhtA	NO_CLUSTER_ASSOCIATION_FOUND	205	135	65.854	4.0
iscS_1	Cluster_113502	218	2	0.917	1.887
cdhR_1	Cluster_114210	221	1	0.452	1.031
ndhB	Cluster_84096	17	3	17.647	8.333
ycaD_1	Cluster_104327	218	1	0.459	1.37
puuC_1	Cluster_62512	209	1	0.478	1.818
rpmG	Cluster_22800	221	3	1.357	4.348
rpmB	Cluster_22800	220	3	1.364	4.348
dppA_1	Cluster_22800	221	1	0.452	1.587
coaBC	Cluster_92549	218	3	1.376	5.0
dut	Cluster_92549	220	3	1.364	4.545
algC	Cluster_81282	143	3	2.098	5.556
argB	Cluster_81282	220	3	1.364	4.167
pyrE	Cluster_130037	219	68	31.05	14.286
exoA	Cluster_130037	217	68	31.336	16.667
dsbC_1	Cluster_104328	15	1	6.667	20.0
traC	Cluster_104328	58	1	1.724	4.762
cntO_1	Cluster_155529	217	1	0.461	1.266
sbp_1	Cluster_121863	216	2	0.926	1.613
ttuE	Cluster_66815	206	3	1.456	2.564
ttuD	Cluster_66815	204	3	1.471	2.857
glxR	Cluster_94626	196	1	0.51	2.564
hyi	Cluster_147963	204	3	1.471	4.0
gcl_1	Cluster_41437	21	1	4.762	10.0
cysT	NO_CLUSTER_ASSOCIATION_FOUND	20	2	10.0	7.143
cysW	NO_CLUSTER_ASSOCIATION_FOUND	101	5	4.95	3.333
btuD_1	NO_CLUSTER_ASSOCIATION_FOUND	221	9	4.072	1.124
fyuA_1	Cluster_87081	57	1	1.754	5.556
tolQ_1	Cluster_42709	220	1	0.455	1.37
exbD_1	Cluster_42709	219	1	0.457	1.887
sfnR_1	Cluster_141318	168	1	0.595	1.887
metQ_1	Cluster_55517	212	1	0.472	1.923
glnM	Cluster_14910	70	3	4.286	5.263
glnP	Cluster_14910	73	3	4.11	5.0
artM	Cluster_14910	97	2	2.062	3.704
glnH	Cluster_14910	94	2	2.128	3.571
sir_1	NO_CLUSTER_ASSOCIATION_FOUND	209	2	0.957	2.381
sohB	Cluster_60901	218	3	1.376	3.125
fabG_1	Cluster_69170	221	1	0.452	1.031
yfcA	Cluster_74888	19	3	15.789	9.091
nudC_1	Cluster_168844	219	2	0.913	2.041
crt	Cluster_168844	187	2	1.07	2.857
zwf_1	NO_CLUSTER_ASSOCIATION_FOUND	220	7	3.182	3.125
trxA_1	NO_CLUSTER_ASSOCIATION_FOUND	10	2	20.0	14.286
soj_1	Cluster_141319	218	1	0.459	1.351
benM_1	Cluster_102198	195	2	1.026	2.0
ynfM_1	Cluster_102198	8	2	25.0	16.667
ygiW	Cluster_126155	181	3	1.657	3.704
hemE_1	Cluster_68225	5	1	20.0	25.0
gltD_1	Cluster_166489	179	2	1.117	3.125
gltB	Cluster_166489	215	4	1.86	9.091
damX	Cluster_117025	218	3	1.376	5.263
aroB	Cluster_117025	214	3	1.402	6.25
aroK	Cluster_167854	218	130	59.633	3.226
pilQ	Cluster_167854	216	128	59.259	3.448
rhsC	NO_CLUSTER_ASSOCIATION_FOUND	47	18	38.298	4.545
btuB_1	Cluster_28638	220	2	0.909	0.935
nepI_1	Cluster_35200	144	1	0.694	1.923
acrA_1	Cluster_102898	7	2	28.571	20.0
bepE_1	Cluster_102898	146	1	0.685	4.167
cobS_1	Cluster_121219	23	2	8.696	11.111
csrA	Cluster_14402	129	1	0.775	3.226
map_1	Cluster_115654	203	3	1.478	1.923
gbpR_1	Cluster_115654	157	1	0.637	2.0
fklB_1	Cluster_64607	189	2	1.058	2.381
prc	Cluster_89446	215	4	1.86	6.667
ppsC	Cluster_89446	72	2	2.778	5.556
btuD_2	Cluster_131610	221	1	0.452	1.064
phnR	Cluster_24854	207	3	1.449	3.704
apeB	Cluster_86485	214	3	1.402	2.222
rluA	NO_CLUSTER_ASSOCIATION_FOUND	217	19	8.756	2.564
rsmD	NO_CLUSTER_ASSOCIATION_FOUND	220	27	12.273	6.25
sseB	Cluster_164254	220	1	0.455	2.128
calB	Cluster_100174	136	3	2.206	3.333
coaD	Cluster_46447	219	3	1.37	4.348
fdx_1	Cluster_110602	218	1	0.459	3.125
mutM	Cluster_91315	217	3	1.382	2.778
yhbO_1	Cluster_91315	141	1	0.709	2.857
rlmI_1	Cluster_133772	124	2	1.613	1.818
puuP_1	Cluster_47586	215	1	0.465	1.333
ilvD	Cluster_40910	211	3	1.422	3.448
tcyP	Cluster_26615	214	3	1.402	3.03
dhfrIII	Cluster_133773	17	2	11.765	11.111
rcsC_1	Cluster_109224	221	1	0.452	0.769
mdtL	Cluster_124014	42	3	7.143	5.556
mdrP	Cluster_71077	176	3	1.705	3.125
lplT	Cluster_73892	211	3	1.422	2.381
gdx	Cluster_105027	190	3	1.579	2.5
panS_1	Cluster_88921	106	2	1.887	3.125
rdgC	Cluster_78572	173	3	1.734	3.704
fhuA_1	Cluster_111343	210	2	0.952	1.22
fecI_2	Cluster_158374	221	1	0.452	0.84
hscC_1	Cluster_57131	6	3	50.0	25.0
alkB	NO_CLUSTER_ASSOCIATION_FOUND	208	9	4.327	1.818
ligD	Cluster_145360	152	3	1.974	2.941
mshB	Cluster_145360	78	1	1.282	4.348
dmlR_1	Cluster_107147	221	1	0.452	0.73
jefA_1	Cluster_107147	1	1	100.0	100.0
ku	Cluster_64187	203	3	1.478	2.326
yghA	Cluster_64187	55	3	5.455	6.667
yohC_1	Cluster_64187	137	2	1.46	4.0
prmC_1	Cluster_53409	205	3	1.463	1.538
clpP_1	Cluster_53409	198	2	1.01	1.852
yfcG_1	Cluster_134513	196	2	1.02	1.923
sir_2	Cluster_61755	209	2	0.957	2.273
sfnR_2	Cluster_32065	168	2	1.19	1.754
ssuD_1	Cluster_32065	127	2	1.575	2.632
dmlR_2	Cluster_117719	221	1	0.452	0.781
ycaC_1	Cluster_135974	204	1	0.49	1.613
glpE_1	Cluster_140533	134	2	1.493	2.326
steT	Cluster_1956	23	1	4.348	5.556
feaR_1	Cluster_105028	33	2	6.061	5.263
bcr_1	Cluster_103646	110	3	2.727	2.632
puuB_1	Cluster_164255	220	1	0.455	0.926
farR	Cluster_47308	8	3	37.5	20.0
hpcH	Cluster_154028	56	3	5.357	5.263
hpcG	Cluster_154028	67	3	4.478	4.348
nicT	Cluster_154028	48	3	6.25	9.091
hpcD	Cluster_101532	53	2	3.774	5.263
hpcB	Cluster_101532	37	2	5.405	5.882
betB_1	Cluster_82921	94	3	3.191	3.03
hpcE_1	Cluster_82921	63	3	4.762	6.667
hpcE_2	Cluster_82921	63	3	4.762	6.667
hbpA	NO_CLUSTER_ASSOCIATION_FOUND	88	6	6.818	4.545
fes	NO_CLUSTER_ASSOCIATION_FOUND	1	1	100.0	100.0
rhlA	Cluster_28788	211	3	1.422	3.704
rsuA	Cluster_167297	204	2	0.98	2.273
fadJ	Cluster_96774	132	3	2.273	4.0
ung	Cluster_96774	217	3	1.382	4.762
nicP_1	Cluster_165011	220	1	0.455	0.82
tctD	Cluster_58884	218	3	1.376	5.0
qseC	Cluster_58884	27	1	3.704	5.556
mnhC1	NO_CLUSTER_ASSOCIATION_FOUND	217	6	2.765	4.348
mrpD	NO_CLUSTER_ASSOCIATION_FOUND	214	5	2.336	4.762
dksA_1	Cluster_43244	217	1	0.461	1.493
rcsC_2	Cluster_31551	221	1	0.452	0.775
dhaT_1	Cluster_31551	31	1	3.226	5.882
adh_1	Cluster_96058	185	1	0.541	1.695
echA8_1	Cluster_91898	91	2	2.198	3.03
mmgC_1	Cluster_91898	219	1	0.457	1.471
thlA	Cluster_91898	54	4	7.407	8.333
acsA_1	Cluster_91898	218	1	0.459	1.299
ftsY	NO_CLUSTER_ASSOCIATION_FOUND	218	13	5.963	6.667
ftsE	NO_CLUSTER_ASSOCIATION_FOUND	217	11	5.069	7.143
ftsX	NO_CLUSTER_ASSOCIATION_FOUND	218	11	5.046	6.25
rpoH	Cluster_109225	204	3	1.471	4.545
mtgA	Cluster_139038	217	3	1.382	6.667
thiG	Cluster_116351	218	3	1.376	4.762
trmB	Cluster_116351	217	3	1.382	5.0
hemW	Cluster_120534	221	3	1.357	4.0
rdgB	Cluster_120534	220	3	1.364	4.167
metXS	Cluster_120534	218	3	1.376	4.545
proC	Cluster_136747	138	3	2.174	4.762
yggS	Cluster_136747	214	3	1.402	4.167
pilT	Cluster_136747	157	3	1.911	5.882
ftsN	Cluster_69661	202	3	1.485	3.125
argS	Cluster_69661	218	3	1.376	3.03
priA	Cluster_74889	211	3	1.422	4.167
rpmE	Cluster_74889	220	3	1.364	3.448
maeB	Cluster_66816	201	4	1.99	5.882
mrcA	Cluster_72461	216	3	1.389	3.125
uvrA_1	Cluster_146067	209	4	1.914	2.703
nhaA_1	Cluster_146067	140	7	5.0	2.326
rarA_1	Cluster_153180	29	11	37.931	7.692
yjlD	Cluster_147818	18	17	94.444	50.0
frmB	Cluster_147818	21	16	76.19	33.333
frmA_1	Cluster_159060	55	1	1.818	5.263
frmR	Cluster_35618	111	5	4.505	4.167
dmlR_3	Cluster_81197	221	1	0.452	0.758
uvrB_1	NO_CLUSTER_ASSOCIATION_FOUND	37	3	8.108	7.692
menB_1	Cluster_26162	58	3	5.172	3.03
mmgC_2	Cluster_26162	219	1	0.457	1.333
qedA	Cluster_37530	11	3	27.273	16.667
exaE	Cluster_80142	166	3	1.807	5.0
degU_1	Cluster_80142	179	1	0.559	2.564
aroF_1	Cluster_7421	217	3	1.382	2.326
ppiC_1	Cluster_62513	217	1	0.461	2.041
yejB_1	Cluster_62513	213	2	0.939	1.538
surA_1	Cluster_151833	183	3	1.639	2.778
mtrA	Cluster_112770	162	3	1.852	6.25
ssuB_1	Cluster_153245	174	2	1.149	2.041
araC_1	Cluster_128850	17	3	17.647	10.0
ygaZ	Cluster_128850	147	3	2.041	3.448
dmlR_4	Cluster_164256	221	1	0.452	0.741
polB	Cluster_151051	213	1	0.469	1.923
fecI_3	Cluster_94627	220	1	0.455	0.862
fhuA_2	Cluster_128145	210	1	0.476	1.333
fyuA_2	Cluster_45988	57	1	1.754	5.882
ettA	Cluster_102899	210	3	1.429	2.381
gdhA	Cluster_39312	212	3	1.415	2.439
greB_1	Cluster_140535	204	2	0.98	2.222
fklB_2	Cluster_126820	189	2	1.058	2.273
ispB	Cluster_42453	217	4	1.843	12.5
rplU	Cluster_42453	218	3	1.376	10.0
rpmA	Cluster_42453	219	3	1.37	10.0
obg	Cluster_62877	216	4	1.852	10.0
proB	Cluster_134484	215	4	1.86	7.143
nimR_1	NO_CLUSTER_ASSOCIATION_FOUND	196	5	2.551	1.205
emrB_1	Cluster_114212	207	2	0.966	1.613
emrA_1	Cluster_114212	220	2	0.909	1.299
eamB_2	Cluster_64608	203	2	0.985	1.667
nimR_2	Cluster_131614	196	2	1.02	1.205
ampC	Cluster_131614	217	3	1.382	2.778
tam_1	Cluster_87698	126	2	1.587	2.083
selU	Cluster_135975	214	3	1.402	3.03
selD	Cluster_135975	212	3	1.415	3.226
pctA	Cluster_88866	32	3	9.375	6.25
rutR_1	Cluster_100849	220	3	1.364	1.695
ribD_1	Cluster_41170	5	3	60.0	50.0
algL_1	Cluster_81217	15	2	13.333	8.333
algX_1	Cluster_81217	16	2	12.5	7.692
algF_1	Cluster_81217	15	2	13.333	10.0
algJ_1	Cluster_81217	13	2	15.385	12.5
patA_1	Cluster_81217	40	2	5.0	3.704
alg8_1	Cluster_81217	13	2	15.385	10.0
algD_1	Cluster_3721	14	2	14.286	10.0
gacA	Cluster_3721	213	3	1.408	3.846
uvrC	Cluster_140536	214	1	0.467	3.846
pgsA	Cluster_140536	218	1	0.459	3.571
rcsC_3	Cluster_115656	221	1	0.452	0.735
gcvA_1	Cluster_100850	221	1	0.452	0.935
betL_1	Cluster_100850	4	1	25.0	33.333
gci	Cluster_100850	28	3	10.714	6.667
aspC_1	Cluster_37788	30	2	6.667	6.667
phhA	Cluster_37788	219	3	1.37	2.222
tyrR_1	Cluster_37788	218	2	0.917	1.562
acs	Cluster_17675	171	3	1.754	4.545
argT_1	Cluster_9761	76	1	1.316	2.381
hisQ_1	Cluster_123988	209	4	1.914	2.0
occM_1	Cluster_123988	219	5	2.283	1.961
hisP_1	Cluster_142127	51	2	3.922	3.846
cdhR_2	Cluster_112080	221	1	0.452	1.01
aruC	Cluster_29090	204	3	1.471	1.818
astA	Cluster_97461	209	3	1.435	3.03
aruG	Cluster_144622	211	3	1.422	4.167
astD	Cluster_144622	210	3	1.429	4.0
astB	Cluster_144622	216	3	1.389	3.333
astE	Cluster_144622	216	3	1.389	3.333
ribH_1	Cluster_14330	14	3	21.429	12.5
alaS	Cluster_14330	214	3	1.402	2.5
csrA2	Cluster_66554	217	3	1.382	4.0
phnN	Cluster_23949	218	3	1.376	4.348
bin3_1	NO_CLUSTER_ASSOCIATION_FOUND	7	1	14.286	14.286
pqiA_1	NO_CLUSTER_ASSOCIATION_FOUND	217	61	28.111	1.786
pqiA_2	NO_CLUSTER_ASSOCIATION_FOUND	217	91	41.935	2.128
yebT	NO_CLUSTER_ASSOCIATION_FOUND	214	100	46.729	2.632
rpsT	Cluster_42980	219	3	1.37	7.692
murJ_1	Cluster_42980	4	1	25.0	25.0
ribF	Cluster_104330	218	3	1.376	5.882
ileS	Cluster_104330	218	3	1.376	5.556
lspA	Cluster_104330	168	3	1.786	6.25
fkpB	Cluster_104330	221	3	1.357	5.263
ispH	Cluster_104330	216	3	1.389	5.263
thiO_1	Cluster_112081	22	1	4.545	8.333
bamD	Cluster_153027	219	179	81.735	12.5
rluD	Cluster_153027	220	179	81.364	12.5
yfiH	Cluster_153027	217	173	79.724	12.5
clpB	Cluster_99507	209	4	1.914	3.333
ndh	Cluster_124016	212	3	1.415	4.348
yacG	Cluster_53746	218	3	1.376	3.333
coaE	Cluster_53746	217	3	1.382	3.448
outO	Cluster_53746	186	3	1.613	3.571
epsF_1	Cluster_53746	120	2	1.667	2.5
fimA	Cluster_53746	42	3	7.143	8.333
bin3_2	NO_CLUSTER_ASSOCIATION_FOUND	7	2	28.571	20.0
exbD_2	Cluster_39430	219	1	0.457	1.961
tolQ_2	Cluster_39430	220	1	0.455	1.449
phoA2	Cluster_26163	8	1	12.5	16.667
epsF_2	Cluster_90106	120	2	1.667	2.5
hxcR	Cluster_90106	17	3	17.647	14.286
xcpQ	Cluster_90106	113	3	2.655	5.556
xcpT	Cluster_90106	153	3	1.961	5.882
fecR_1	Cluster_162000	220	1	0.455	0.943
fixB	Cluster_151835	213	2	0.939	2.632
fadF	Cluster_151835	12	2	16.667	16.667
stcD_1	Cluster_153246	83	1	1.205	14.286
cdhR_3	Cluster_19545	221	1	0.452	0.971
tdcG	Cluster_24320	80	3	3.75	10.0
opuAB_1	Cluster_135976	211	3	1.422	2.564
btuD_3	Cluster_135976	221	1	0.452	1.075
betT2_1	Cluster_16962	32	1	3.125	6.667
betI_1	Cluster_16962	194	1	0.515	2.381
betB_2	Cluster_16962	94	3	3.191	4.0
betA_1	Cluster_130186	174	1	0.575	2.703
nhaP2_1	Cluster_40658	149	1	0.671	2.857
mscK	Cluster_40658	217	3	1.382	1.852
selO	Cluster_40658	217	3	1.382	2.041
frc	Cluster_165012	80	3	3.75	4.545
pigA_1	Cluster_165012	134	1	0.746	3.333
btuB_2	Cluster_103648	220	1	0.455	0.855
gap	Cluster_42710	5	3	60.0	50.0
edd	Cluster_42710	217	3	1.382	5.263
glk	Cluster_42710	213	3	1.408	5.556
ompR_1	Cluster_98105	220	1	0.455	1.25
sasA_1	Cluster_98105	221	1	0.452	0.885
melD	Cluster_98106	123	3	2.439	4.762
ngcG	Cluster_98106	192	3	1.562	3.226
ugpC	Cluster_98106	52	3	5.769	7.692
oprB_1	Cluster_151836	218	1	0.459	1.316
yeaD_1	Cluster_109227	213	3	1.408	2.778
hexR_1	Cluster_57731	218	3	1.376	4.0
zwf_2	Cluster_57731	220	3	1.364	3.333
pgl_1	Cluster_57731	200	1	0.5	2.0
eda	Cluster_57731	216	3	1.389	5.263
mnl_1	Cluster_84097	13	3	23.077	20.0
mnl_2	Cluster_84097	13	3	23.077	20.0
leuA	Cluster_30405	184	3	1.63	2.778
