GCA_929618215.1_cpe006_genomic GENE TO IGR ASSOCIATIONS

#######################################################################
SIGNIFICANT GENE CLUSTER ASSOCIATIONS OCCURRING >100x WITH FRACTION ASSOCIATED +15% HIGHER THAN EXPECTED
GENE	IGR	GENE_COUNT	ASSOC_COUNT	ASSOC_TOTAL(%)	ASSOC_EXPECTED(%)
idnO	Cluster_56173	29	9	31.034	7.143
mopR	Cluster_42948	65	14	21.538	5.263
csgG_1	Cluster_49161	17	5	29.412	11.111
csgG_2	Cluster_165515	17	8	47.059	12.5
csgE	Cluster_165515	180	65	36.111	5.263
sctC	Cluster_165515	98	37	37.755	7.143
walR_1	Cluster_42628	68	14	20.588	4.0
menB	Cluster_22952	158	55	34.81	4.0
atoC_2	Cluster_25391	220	41	18.636	1.333
cobN	Cluster_17239	209	111	53.11	2.857
ilvE	Cluster_86328	206	113	54.854	2.564
yahB	Cluster_116476	102	92	90.196	14.286
apc4	Cluster_80778	93	43	46.237	4.545
apc3	Cluster_80778	96	39	40.625	3.571
nphR	Cluster_83863	93	77	82.796	9.091
allE	Cluster_112598	209	105	50.239	3.846
ggt_1	Cluster_158189	201	40	19.9	2.222
pobA	Cluster_71397	195	61	31.282	3.571
liuE	Cluster_134281	199	54	27.136	2.564
ahpF	Cluster_96391	210	86	40.952	4.167
nhaR	Cluster_94421	216	116	53.704	3.333
dns	Cluster_51730	79	33	41.772	5.263
focA	Cluster_142706	72	39	54.167	6.25
ansB_1	Cluster_22212	146	29	19.863	2.632
rbsB_2	Cluster_22212	40	14	35.0	10.0
araG	Cluster_22212	190	49	25.789	2.703
rbsC_2	Cluster_22212	61	17	27.869	5.556
purR	Cluster_22212	147	49	33.333	3.571
rbsK	Cluster_22212	205	50	24.39	2.273
rbsD	Cluster_22212	213	50	23.474	2.222
rihA	Cluster_142675	189	48	25.397	2.439
capB_1	Cluster_76707	215	41	19.07	2.941
thrS	Cluster_24969	209	125	59.809	4.0
infC	Cluster_24969	217	130	59.908	4.167
rpmI	Cluster_144444	219	200	91.324	16.667
rplT	Cluster_144444	217	199	91.705	20.0
pheS	Cluster_109129	216	121	56.019	11.111
pheT	Cluster_109129	214	119	55.607	14.286
ihfA	Cluster_109129	217	117	53.917	10.0
galD	Cluster_77660	74	51	68.919	12.5
galC	Cluster_77660	60	54	90.0	20.0
galB	Cluster_77660	74	51	68.919	14.286
galA	Cluster_19721	64	31	48.438	7.143
yedJ	Cluster_42164	93	24	25.806	4.545
bacG	Cluster_73252	118	41	34.746	8.333
glpT	Cluster_44889	139	60	43.165	5.0
syrM1	Cluster_91161	164	57	34.756	4.167
abaF_1	Cluster_33823	204	37	18.137	1.37
yhhW	Cluster_52338	160	66	41.25	4.762
rep_1	Cluster_52338	220	37	16.818	1.389
yebS	Cluster_83357	151	60	39.735	4.348
pqiB	Cluster_83357	169	60	35.503	3.125
eptC	Cluster_55317	128	40	31.25	3.704
pigA_1	Cluster_76763	134	30	22.388	3.333
iclR	Cluster_61283	131	54	41.221	4.762
iolX	Cluster_90552	162	59	36.42	3.846
garP	Cluster_45219	78	24	30.769	4.348
ksdD	Cluster_160344	133	28	21.053	3.448
garD_2	Cluster_130388	142	31	21.831	3.125
gudP	Cluster_113339	96	68	70.833	6.667
artJ_1	Cluster_87558	151	65	43.046	4.762
dpkA	Cluster_87558	154	77	50.0	3.704
ydhC	Cluster_32023	119	37	31.092	2.273
tpx	Cluster_32023	217	42	19.355	2.381
mdtC	Cluster_24073	198	51	25.758	2.778
pgm	Cluster_71398	214	59	27.57	2.703
fcuA	Cluster_140316	68	46	67.647	5.556
LRA5	Cluster_69554	104	33	31.731	6.667
rutC	Cluster_29103	122	56	45.902	4.545
argE_1	Cluster_29103	210	44	20.952	2.222
quiA	Cluster_39868	142	45	31.69	3.448
tdiR	Cluster_61615	129	99	76.744	10.0
ves	Cluster_109837	218	176	80.734	8.333
dasR_1	Cluster_109837	87	29	33.333	6.667
malP	Cluster_123090	216	66	30.556	4.348
typA	Cluster_97279	219	179	81.735	7.692
thiI	Cluster_13478	218	49	22.477	2.381
glnA	Cluster_13478	214	49	22.897	2.564
glnL	Cluster_22432	220	42	19.091	2.5
trmL	Cluster_133577	218	149	68.349	5.0
secB	Cluster_160460	219	108	49.315	3.448
grxC_2	Cluster_160460	91	37	40.659	7.143
yibN	Cluster_160460	220	107	48.636	3.846
gpmI	Cluster_56858	207	96	46.377	4.545
envC	Cluster_87130	214	73	34.112	2.326
caiT	Cluster_12925	194	141	72.68	5.556
betI_1	Cluster_12925	194	36	18.557	2.381
mscK	Cluster_68646	217	53	24.424	1.852
selO	Cluster_76766	217	38	17.512	2.041
benM_1	Cluster_110440	195	45	23.077	2.0
ynfM	Cluster_110440	211	135	63.981	5.263
ygiW	Cluster_103462	181	55	30.387	3.704
hemE	Cluster_60931	213	79	37.089	2.941
gltD_1	Cluster_100539	179	55	30.726	3.125
gltB	Cluster_21140	215	166	77.209	9.091
damX	Cluster_143263	218	61	27.982	5.263
aroB	Cluster_143263	214	63	29.439	6.25
aroK	Cluster_167854	218	130	59.633	3.226
pilQ	Cluster_167854	216	128	59.259	3.448
maeB_1	Cluster_67998	18	5	27.778	12.5
rpmE	Cluster_73456	220	110	50.0	3.448
priA	Cluster_73456	211	108	51.185	4.167
argS	Cluster_64928	218	63	28.899	3.03
ftsN	Cluster_64928	202	60	29.703	3.125
yggS	Cluster_141935	214	67	31.308	4.167
proC	Cluster_141935	138	45	32.609	4.762
metXS	Cluster_117537	218	64	29.358	4.545
rdgB	Cluster_117537	220	63	28.636	4.167
hemW	Cluster_117537	221	62	28.054	4.0
trmB	Cluster_150839	217	123	56.682	5.0
thiG	Cluster_150839	218	125	57.339	4.762
mtgA	Cluster_142682	217	146	67.281	6.667
rpoH	Cluster_109040	204	135	66.176	4.545
ftsX	Cluster_48480	218	114	52.294	6.25
ftsE	Cluster_48480	217	114	52.535	7.143
ftsY	Cluster_48480	218	112	51.376	6.667
rsmD	Cluster_48480	220	105	47.727	6.25
sseB	Cluster_164826	220	47	21.364	2.128
calB	Cluster_82796	136	50	36.765	3.333
coaD	Cluster_108344	219	148	67.58	4.348
fdx_1	Cluster_110529	218	41	18.807	3.125
mutM	Cluster_102000	217	63	29.032	2.778
ilvD	Cluster_37764	211	123	58.294	3.448
tcyP	Cluster_43729	214	91	42.523	3.03
folA	Cluster_150840	200	143	71.5	7.692
cadA	Cluster_127970	78	45	57.692	6.667
zntR	Cluster_127970	200	156	78.0	6.667
thyA	Cluster_153038	205	111	54.146	4.762
lgt	Cluster_95206	221	71	32.127	3.226
ptsP	Cluster_88712	214	149	69.626	4.762
rppH_1	Cluster_88712	183	45	24.59	2.128
ilvA_2	Cluster_92423	219	73	33.333	2.326
rpiA	Cluster_92423	216	145	67.13	5.263
yjiK_1	Cluster_123775	175	36	20.571	2.0
ycgM	Cluster_72337	191	143	74.869	5.882
serA	Cluster_72337	212	165	77.83	7.692
maa	Cluster_125489	197	79	40.102	6.25
quiP	Cluster_125489	77	57	74.026	14.286
sfnR_2	Cluster_142683	168	29	17.262	1.754
potH	Cluster_135099	205	47	22.927	4.762
argA	Cluster_99998	214	150	70.093	5.556
argE_2	Cluster_104842	210	68	32.381	2.222
gcvH_1	Cluster_153039	221	53	23.982	1.538
ubiI	Cluster_85864	216	98	45.37	4.167
ubiH	Cluster_85864	215	98	45.581	4.348
pepP	Cluster_85864	214	97	45.327	4.545
zapA	Cluster_85864	220	103	46.818	5.0
ygfA	Cluster_28412	200	59	29.5	9.091
rbbA	Cluster_120344	156	62	39.744	4.762
yhhJ	Cluster_120344	161	63	39.13	4.762
chaC	Cluster_23995	217	51	23.502	2.5
ascD	Cluster_56866	203	48	23.645	3.03
ubiD	Cluster_56866	211	48	22.749	2.703
rho	Cluster_48867	218	149	68.349	5.882
trxA	Cluster_41673	210	112	53.333	4.0
ppx	Cluster_41673	214	115	53.738	3.704
ppk	Cluster_54726	214	108	50.467	4.348
elbB	Cluster_108253	218	126	57.798	3.846
rnk	Cluster_21618	212	63	29.717	4.167
cyaY	Cluster_46359	219	62	28.311	3.571
dapF	Cluster_46359	192	47	24.479	4.167
yigB	Cluster_46359	214	62	28.972	3.226
aam_1	Cluster_128678	87	23	26.437	5.0
bacC	Cluster_70055	84	17	20.238	4.545
vldH	Cluster_122481	164	83	50.61	4.545
sulA_1	Cluster_122481	124	42	33.871	7.692
imuB	Cluster_122481	210	89	42.381	2.381
dnaE2	Cluster_122481	208	84	40.385	2.381
scoA	Cluster_89308	217	78	35.945	3.846
scoB	Cluster_89308	217	77	35.484	3.704
atoE	Cluster_72935	212	56	26.415	2.326
galE	Cluster_113299	180	107	59.444	5.263
dapH_1	Cluster_114024	174	53	30.46	3.03
dapH_2	Cluster_114024	174	75	43.103	3.571
mshA_1	Cluster_114024	220	50	22.727	1.205
sdaB	Cluster_85728	78	27	34.615	5.263
sad	Cluster_111906	204	151	74.02	5.882
gltR_3	Cluster_111906	205	40	19.512	1.695
hisN	Cluster_99363	198	60	30.303	3.704
benC	Cluster_136513	176	56	31.818	4.762
yajO_1	Cluster_135071	148	40	27.027	2.632
hcaD	Cluster_70076	188	36	19.149	2.564
cdaR	Cluster_76260	200	130	65.0	3.571
garK	Cluster_88707	189	52	27.513	2.564
hcaR_1	Cluster_97500	181	34	18.785	1.887
tenA	Cluster_15322	178	51	28.652	3.704
codB	Cluster_49227	164	60	36.585	3.226
codA	Cluster_49227	147	60	40.816	2.703
ndmD	Cluster_137430	61	46	75.41	10.0
ribX	Cluster_137430	69	47	68.116	8.333
ndmA	Cluster_162625	65	25	38.462	7.143
ribY	Cluster_162625	48	17	35.417	7.143
moxC	Cluster_147728	55	29	52.727	11.111
ydbM	Cluster_61825	112	24	21.429	4.762
mgtC	Cluster_15722	166	95	57.229	5.263
panS	Cluster_66255	109	62	56.881	4.762
mtnN	Cluster_149302	170	91	53.529	3.571
ku	Cluster_123860	203	54	26.601	2.326
ybhN	Cluster_40840	204	50	24.51	2.041
clsB	Cluster_40840	198	50	25.253	2.083
patZ_1	Cluster_67131	90	33	36.667	5.263
xfp	Cluster_74782	48	14	29.167	7.692
ftsH4	Cluster_63966	65	27	41.538	5.556
pyrR_1	Cluster_28588	66	20	30.303	5.263
mscS	Cluster_105588	210	60	28.571	3.226
panE_2	Cluster_115642	159	63	39.623	3.571
cobO_1	Cluster_115642	205	59	28.78	2.439
thiE_1	Cluster_80021	214	52	24.299	2.128
argJ	Cluster_67128	218	66	30.275	2.778
lpxC	Cluster_107308	220	202	91.818	25.0
ftsZ	Cluster_148650	216	204	94.444	12.5
ftsA	Cluster_2287	206	154	74.757	10.0
ftsQ	Cluster_2287	216	154	71.296	6.25
ddl	Cluster_2287	193	135	69.948	7.143
murC	Cluster_2287	219	155	70.776	6.25
murG	Cluster_2287	205	153	74.634	9.091
ftsW	Cluster_2287	216	157	72.685	7.692
murD	Cluster_2287	218	157	72.018	7.143
mraY	Cluster_2287	209	153	73.206	8.333
murF	Cluster_2287	218	158	72.477	8.333
murE	Cluster_2287	217	160	73.733	9.091
ftsI	Cluster_2287	214	160	74.766	9.091
ftsL	Cluster_2287	221	165	74.661	8.333
rsmH	Cluster_2287	219	164	74.886	8.333
mraZ	Cluster_2287	219	164	74.886	9.091
rsmI	Cluster_65186	217	142	65.438	3.448
lpoA	Cluster_65186	212	141	66.509	3.704
gmhA	Cluster_126539	218	109	50.0	5.263
sspB	Cluster_105587	179	68	37.989	5.0
sspA	Cluster_105587	202	63	31.188	4.545
petC	Cluster_38106	218	150	68.807	5.0
petB	Cluster_38106	218	150	68.807	5.263
petA	Cluster_38106	215	152	70.698	6.667
rpsI	Cluster_40381	217	188	86.636	8.333
rplM	Cluster_40381	219	189	86.301	8.333
tas	Cluster_40381	186	168	90.323	16.667
mdeA	Cluster_96111	208	133	63.942	4.348
cysNC	Cluster_51283	199	55	27.638	3.03
cysD	Cluster_51283	199	55	27.638	2.857
degS	Cluster_73461	218	148	67.89	4.545
yhdY	Cluster_140311	204	127	62.255	5.556
yhdW	Cluster_26875	208	137	65.865	5.263
estB	Cluster_26875	209	141	67.464	5.0
moaE	Cluster_61509	211	54	25.592	2.381
moaD	Cluster_61509	192	53	27.604	2.778
moaC	Cluster_61509	197	54	27.411	2.703
yaaA	Cluster_90591	215	137	63.721	3.571
algD	Cluster_1402	196	81	41.327	3.704
alg8	Cluster_125589	197	61	30.964	3.846
algK	Cluster_125589	208	61	29.327	2.632
algE	Cluster_125589	211	60	28.436	2.632
algG	Cluster_125589	209	59	28.23	2.703
algX	Cluster_125589	193	60	31.088	3.704
algL	Cluster_125589	197	60	30.457	3.333
emrY	Cluster_91757	208	50	24.038	2.703
aaeA_1	Cluster_62470	220	52	23.636	1.37
aaeB_1	Cluster_62470	218	54	24.771	1.389
cusC	Cluster_62470	117	70	59.829	4.545
ldh	Cluster_99997	214	60	28.037	3.846
nagL_1	Cluster_107137	106	20	18.868	3.333
hmgA	Cluster_107137	212	73	34.434	4.545
kdgR_1	Cluster_107137	164	33	20.122	3.03
oleB	Cluster_70045	204	138	67.647	4.545
yohK_1	Cluster_117958	198	59	29.798	2.703
cidA_1	Cluster_117958	197	61	30.964	3.125
folM	Cluster_52317	217	63	29.032	2.703
fabV	Cluster_31687	204	60	29.412	2.703
metE	Cluster_45220	201	46	22.886	2.703
yjiA_1	Cluster_132135	59	13	22.034	4.0
btsT	Cluster_81663	191	49	25.654	3.226
radA	Cluster_68941	216	138	63.889	3.846
mscL	Cluster_68941	220	140	63.636	3.571
sdiA	Cluster_53939	85	41	48.235	5.263
rlmG	Cluster_119631	214	139	64.953	4.0
cydB	Cluster_25102	169	51	30.178	4.0
cydA	Cluster_25102	166	49	29.518	3.846
entS_1	Cluster_25102	135	45	33.333	2.941
trmA	Cluster_49013	214	60	28.037	2.778
mcpS	Cluster_71875	190	61	32.105	3.448
ggt_2	Cluster_104828	201	80	39.801	2.128
frmR_1	Cluster_138093	47	11	23.404	5.556
czcD_1	Cluster_138093	115	24	20.87	4.167
mmsB	Cluster_93948	207	144	69.565	6.25
mmsA	Cluster_93948	206	146	70.874	5.882
dgcN	Cluster_116834	199	59	29.648	2.326
recD_1	NO_CLUSTER_ASSOCIATION_FOUND	29	6	20.69	5.0
recB_1	NO_CLUSTER_ASSOCIATION_FOUND	72	19	26.389	3.226
recC	NO_CLUSTER_ASSOCIATION_FOUND	206	88	42.718	2.857
yqaA_1	Cluster_10920	33	8	24.242	8.333
rcnR	Cluster_72688	16	12	75.0	25.0
chrB1_1	Cluster_63632	34	9	26.471	7.692
chrB1_2	Cluster_63632	34	8	23.529	7.692
yeaW	Cluster_19047	74	23	31.081	6.25
gbsA	Cluster_19047	72	21	29.167	4.167
norW	Cluster_19047	38	22	57.895	20.0
eutQ	Cluster_19047	44	23	52.273	16.667
lpd3	Cluster_56499	199	58	29.146	4.348
clsA	Cluster_93721	166	122	73.494	7.143
pdxY	Cluster_102158	218	149	68.349	4.762
kefB	Cluster_25258	216	103	47.685	3.571
uvrD	Cluster_54371	201	42	20.896	2.439
hexR_1	Cluster_114663	218	49	22.477	4.0
cfiB	Cluster_63619	217	144	66.359	4.762
oadA	Cluster_63619	218	135	61.927	4.167
paiB	Cluster_123133	213	106	49.765	4.0
gabR_1	Cluster_123133	215	46	21.395	1.389
aphA	Cluster_32619	91	37	40.659	4.762
aspA	Cluster_83973	209	151	72.249	6.25
yjiE	Cluster_83973	192	140	72.917	7.143
purE	Cluster_38182	219	56	25.571	3.571
purK	Cluster_38182	215	56	26.047	3.846
abaF_2	Cluster_22769	204	39	19.118	1.639
pstB	Cluster_135803	216	113	52.315	4.545
phoU	Cluster_116170	218	61	27.982	2.778
phoR	Cluster_155300	215	55	25.581	2.703
phoB	Cluster_155300	218	55	25.229	2.941
ubiA	Cluster_50602	219	60	27.397	2.778
ubiC	Cluster_50602	216	61	28.241	2.778
rubA1	Cluster_50602	220	61	27.727	2.381
alkT	Cluster_50602	214	61	28.505	2.632
recG	Cluster_120981	213	197	92.488	9.091
oxyR	Cluster_120981	149	147	98.658	33.333
yabJ_2	Cluster_146836	200	42	21.0	2.174
spoT	Cluster_146836	218	158	72.477	6.667
rpoZ	Cluster_46073	221	63	28.507	3.226
puuD_2	Cluster_56874	204	49	24.02	2.174
gmk	Cluster_49625	217	137	63.134	3.448
rph	Cluster_49625	218	138	63.303	3.571
pyrE	Cluster_130037	219	68	31.05	14.286
argB	Cluster_168429	220	77	35.0	4.167
algC	Cluster_168429	143	52	36.364	5.556
dut	Cluster_117548	220	54	24.545	4.545
coaBC	Cluster_117548	218	54	24.771	5.0
dppA_1	Cluster_22519	221	47	21.267	1.587
rpmB	Cluster_22519	220	139	63.182	4.348
rpmG	Cluster_22519	221	139	62.896	4.348
puuC_2	Cluster_61090	209	80	38.278	2.128
clsC	Cluster_145185	204	93	45.588	4.0
norG_3	Cluster_104142	210	41	19.524	1.613
dadA1_1	Cluster_80004	217	37	17.051	1.493
dadX	Cluster_86937	127	54	42.52	6.25
puuR_3	Cluster_109797	185	54	29.189	2.703
xpt	Cluster_142684	217	48	22.12	4.762
rep_2	Cluster_32244	220	42	19.091	1.471
mdtK	Cluster_79438	190	66	34.737	4.0
gabD	Cluster_91741	112	83	74.107	9.091
entS_2	Cluster_56789	135	35	25.926	3.448
tmoT_1	Cluster_46360	48	12	25.0	6.667
trpF	Cluster_145140	215	73	33.953	3.704
accD	Cluster_51552	214	108	50.467	3.704
folC	Cluster_51552	215	106	49.302	4.0
dedD	Cluster_51552	196	101	51.531	4.348
metZ	Cluster_60007	170	50	29.412	2.632
gdhI	Cluster_60007	180	50	27.778	2.632
nadK	Cluster_158852	219	76	34.703	4.167
glpG	Cluster_158852	219	73	33.333	4.0
pepN	Cluster_158852	216	72	33.333	4.167
hcf136	Cluster_37489	55	14	25.455	6.667
ydcO_2	Cluster_83969	197	41	20.812	1.961
fucA	Cluster_157601	124	49	39.516	3.03
mtlD	Cluster_17852	138	51	36.957	5.263
ybhH	Cluster_85110	194	52	26.804	3.704
frlR	Cluster_121719	125	36	28.8	4.348
leuO_1	Cluster_50902	85	21	24.706	6.25
gdhB	Cluster_36660	214	143	66.822	4.545
ppsR	Cluster_63222	215	105	48.837	5.556
ppsA	Cluster_63222	213	103	48.357	5.882
oprF	Cluster_108399	213	172	80.751	12.5
sumT	Cluster_66253	158	51	32.278	2.941
nasA	Cluster_66253	188	51	27.128	2.564
pdtaR	Cluster_91160	191	61	31.937	3.125
nrtA	Cluster_91160	192	60	31.25	2.857
pyrD	Cluster_91160	207	61	29.469	2.703
rmf	Cluster_8523	195	127	65.128	4.167
rlmL	Cluster_8523	112	64	57.143	5.263
dacC_1	Cluster_58825	76	32	42.105	5.0
bvgS	Cluster_160342	177	57	32.203	3.333
dgt	Cluster_84497	209	49	23.445	2.564
amtB_1	Cluster_29895	213	39	18.31	1.887
acnA	Cluster_50903	204	85	41.667	3.846
rlmM	Cluster_50903	216	88	40.741	3.846
pdxB	Cluster_145948	215	134	62.326	4.762
ctpH	Cluster_71873	186	64	34.409	4.348
moaB_1	Cluster_64851	201	58	28.856	2.703
yegS	Cluster_40928	217	57	26.267	2.128
ycbX	Cluster_150062	216	71	32.87	3.226
slt	Cluster_51665	215	126	58.605	4.167
uup	Cluster_51665	215	124	57.674	4.0
uspA2	Cluster_109747	219	154	70.32	5.882
topA_1	Cluster_116220	35	15	42.857	9.091
roxA	Cluster_128204	217	164	75.576	7.143
icd_1	Cluster_16504	211	142	67.299	5.263
icd_2	Cluster_16504	211	142	67.299	5.263
cspD	Cluster_24698	175	103	58.857	14.286
clpS	Cluster_24698	220	54	24.545	9.091
clpA	Cluster_24698	218	54	24.771	8.333
infA	Cluster_114063	220	139	63.182	11.111
bpt	Cluster_148598	220	138	62.727	4.348
aat	Cluster_12025	217	56	25.806	2.222
ftsK	Cluster_12025	213	57	26.761	2.703
lolA	Cluster_144400	220	50	22.727	3.846
crcB	Cluster_144400	181	41	22.652	3.571
cysG_1	Cluster_144400	161	34	21.118	3.571
yqjG	Cluster_114708	216	95	43.981	3.226
tusE	Cluster_120204	219	40	18.265	2.381
tusB	Cluster_120204	215	40	18.605	2.439
dsrF	Cluster_120204	194	40	20.619	3.03
dsrE	Cluster_120204	218	40	18.349	2.439
iolT	Cluster_25260	18	10	55.556	20.0
chqB	Cluster_79517	23	17	73.913	16.667
tfdF	Cluster_138885	19	17	89.474	33.333
idhA	Cluster_28227	19	9	47.368	20.0
iolG	Cluster_153115	38	16	42.105	6.667
xylG	Cluster_150156	45	10	22.222	7.143
xylH	Cluster_150156	22	10	45.455	16.667
cnbH	Cluster_32403	45	19	42.222	7.143
pgdA	Cluster_142769	32	18	56.25	9.091
naiP	Cluster_149347	43	18	41.86	6.667
gdh	Cluster_149347	44	17	38.636	6.25
rraA	Cluster_147309	17	11	64.706	20.0
tdcF	Cluster_147309	22	11	50.0	14.286
pcaJ	Cluster_20942	143	43	30.07	3.226
pcaI	Cluster_20942	144	42	29.167	3.125
nicR	Cluster_138068	125	106	84.8	20.0
nicX	Cluster_28421	130	51	39.231	6.667
nicC	Cluster_28421	124	49	39.516	6.667
nicD	Cluster_28421	128	50	39.062	6.667
maiA	Cluster_28421	140	49	35.0	5.556
nicF	Cluster_28421	130	49	37.692	6.667
